Entity,Code,Year,Coal consumption - TWh
Middle East (EI),,1973,7.541985
Middle East (EI),,1974,8.194324
Middle East (EI),,1975,15.095485
Middle East (EI),,1976,14.882352
Middle East (EI),,1977,15.054686
Middle East (EI),,1978,9.252351
Middle East (EI),,1979,13.287019
Middle East (EI),,1980,14.00031
Middle East (EI),,1981,11.741648
Middle East (EI),,1982,22.22158
Middle East (EI),,1983,27.009151
Middle East (EI),,1984,31.15692
Middle East (EI),,1985,32.74094
Middle East (EI),,1986,34.935963
Middle East (EI),,1987,36.301926
Middle East (EI),,1988,35.591427
Middle East (EI),,1989,34.55459
Middle East (EI),,1990,35.826397
Middle East (EI),,1991,41.656124
Middle East (EI),,1992,47.138527
Middle East (EI),,1993,55.137726
Middle East (EI),,1994,57.688927
Middle East (EI),,1995,61.440407
Middle East (EI),,1996,72.346115
Middle East (EI),,1997,77.74352
Middle East (EI),,1998,84.52492
Middle East (EI),,1999,82.577965
Middle East (EI),,2000,89.48416
Middle East (EI),,2001,100.72921
Middle East (EI),,2002,105.680405
Middle East (EI),,2003,110.42719
Middle East (EI),,2004,112.075745
Middle East (EI),,2005,115.18113
Middle East (EI),,2006,113.90871
Middle East (EI),,2007,115.397285
Middle East (EI),,2008,113.0959
Middle East (EI),,2009,104.99952
Middle East (EI),,2010,115.502075
Middle East (EI),,2011,116.57158
Middle East (EI),,2012,137.6299
Middle East (EI),,2013,122.57881
Middle East (EI),,2014,122.47553
Middle East (EI),,2015,116.73296
Middle East (EI),,2016,105.766785
Middle East (EI),,2017,104.39294
Middle East (EI),,2018,103.31253
Middle East (EI),,2019,105.94424
Middle East (EI),,2020,103.175995
Middle East (EI),,2021,104.744606
Middle East (EI),,2022,105.07941
Middle East (EI),,2023,105.3033
Morocco,MAR,1965,2.1136668
Morocco,MAR,1966,3.2408333
Morocco,MAR,1967,3.2271667
Morocco,MAR,1968,2.9001665
Morocco,MAR,1969,2.8981667
Morocco,MAR,1970,3.323
Morocco,MAR,1971,3.4766667
Morocco,MAR,1972,4.2968335
Morocco,MAR,1973,4.2571664
Morocco,MAR,1974,4.2161665
Morocco,MAR,1975,4.7921667
Morocco,MAR,1976,5.1994996
Morocco,MAR,1977,4.9101663
Morocco,MAR,1978,4.9498334
Morocco,MAR,1979,4.8281665
Morocco,MAR,1980,4.628
Morocco,MAR,1981,4.916833
Morocco,MAR,1982,5.477667
Morocco,MAR,1983,6.785333
Morocco,MAR,1984,5.8275
Morocco,MAR,1985,7.69906
Morocco,MAR,1986,10.45537
Morocco,MAR,1987,12.130089
Morocco,MAR,1988,11.967269
Morocco,MAR,1989,13.211679
Morocco,MAR,1990,12.74648
Morocco,MAR,1991,13.88622
Morocco,MAR,1992,12.87441
Morocco,MAR,1993,14.06067
Morocco,MAR,1994,15.677239
Morocco,MAR,1995,18.99179
Morocco,MAR,1996,24.3067
Morocco,MAR,1997,23.15533
Morocco,MAR,1998,27.621248
Morocco,MAR,1999,26.41173
Morocco,MAR,2000,31.22655
Morocco,MAR,2001,39.69319
Morocco,MAR,2002,39.472218
Morocco,MAR,2003,38.060337
Morocco,MAR,2004,42.100597
Morocco,MAR,2005,44.14748
Morocco,MAR,2006,44.8918
Morocco,MAR,2007,37.59607
Morocco,MAR,2008,42.61604
Morocco,MAR,2009,31.469973
Morocco,MAR,2010,32.415386
Morocco,MAR,2011,34.6259
Morocco,MAR,2012,35.170513
Morocco,MAR,2013,34.901863
Morocco,MAR,2014,46.952866
Morocco,MAR,2015,51.69651
Morocco,MAR,2016,49.81594
Morocco,MAR,2017,51.781143
Morocco,MAR,2018,59.892403
Morocco,MAR,2019,77.487465
Morocco,MAR,2020,79.828316
Morocco,MAR,2021,85.96896
Morocco,MAR,2022,86.36192
Morocco,MAR,2023,81.00748
Netherlands,NLD,1965,103.05555
Netherlands,NLD,1966,93.888885
Netherlands,NLD,1967,90.27777
Netherlands,NLD,1968,85.55555
Netherlands,NLD,1969,72.77777
Netherlands,NLD,1970,53.333332
Netherlands,NLD,1971,40.277775
Netherlands,NLD,1972,34.444443
Netherlands,NLD,1973,35
Netherlands,NLD,1974,33.333332
Netherlands,NLD,1975,28.055555
Netherlands,NLD,1976,35
Netherlands,NLD,1977,36.666664
Netherlands,NLD,1978,41.944443
Netherlands,NLD,1979,39.999996
Netherlands,NLD,1980,46.388885
Netherlands,NLD,1981,51.38889
Netherlands,NLD,1982,59.444443
Netherlands,NLD,1983,61.38889
Netherlands,NLD,1984,74.166664
Netherlands,NLD,1985,73.888885
Netherlands,NLD,1986,76.11111
Netherlands,NLD,1987,80.27778
Netherlands,NLD,1988,96.11111
Netherlands,NLD,1989,95.27777
Netherlands,NLD,1990,101.666664
Netherlands,NLD,1991,93.611115
Netherlands,NLD,1992,93.33333
Netherlands,NLD,1993,94.166664
Netherlands,NLD,1994,100.27778
Netherlands,NLD,1995,103.61111
Netherlands,NLD,1996,100
Netherlands,NLD,1997,97.22222
Netherlands,NLD,1998,99.166664
Netherlands,NLD,1999,86.94444
Netherlands,NLD,2000,90.27777
Netherlands,NLD,2001,96.11111
Netherlands,NLD,2002,96.666664
Netherlands,NLD,2003,100
Netherlands,NLD,2004,98.61111
Netherlands,NLD,2005,94.166664
Netherlands,NLD,2006,89.72222
Netherlands,NLD,2007,97.77778
Netherlands,NLD,2008,92.5
Netherlands,NLD,2009,87.22222
Netherlands,NLD,2010,87.77778
Netherlands,NLD,2011,86.58333
Netherlands,NLD,2012,95.138885
Netherlands,NLD,2013,95.19444
Netherlands,NLD,2014,105.30555
Netherlands,NLD,2015,128.66667
Netherlands,NLD,2016,119.27777
Netherlands,NLD,2017,106.97222
Netherlands,NLD,2018,96.08333
Netherlands,NLD,2019,74.69444
Netherlands,NLD,2020,47.77778
Netherlands,NLD,2021,65.11111
Netherlands,NLD,2022,64.333336
Netherlands,NLD,2023,43.99141
New Zealand,NZL,1965,19.13135
New Zealand,NZL,1966,18.608
New Zealand,NZL,1967,16.99143
New Zealand,NZL,1968,15.99125
New Zealand,NZL,1969,16.398298
New Zealand,NZL,1970,16.40993
New Zealand,NZL,1971,14.59565
New Zealand,NZL,1972,14.95618
New Zealand,NZL,1973,16.94491
New Zealand,NZL,1974,17.444561
New Zealand,NZL,1975,16.416618
New Zealand,NZL,1976,16.916695
New Zealand,NZL,1977,16.111172
New Zealand,NZL,1978,14.861116
New Zealand,NZL,1979,13.249994
New Zealand,NZL,1980,13.628225
New Zealand,NZL,1981,13.577947
New Zealand,NZL,1982,13.310541
New Zealand,NZL,1983,14.74875
New Zealand,NZL,1984,13.717163
New Zealand,NZL,1985,12.66603
New Zealand,NZL,1986,14.556855
New Zealand,NZL,1987,12.149866
New Zealand,NZL,1988,13.165961
New Zealand,NZL,1989,14.334275
New Zealand,NZL,1990,13.928279
New Zealand,NZL,1991,13.280543
New Zealand,NZL,1992,14.623765
New Zealand,NZL,1993,14.406294
New Zealand,NZL,1994,13.617704
New Zealand,NZL,1995,13.655409
New Zealand,NZL,1996,13.457762
New Zealand,NZL,1997,14.528347
New Zealand,NZL,1998,13.247123
New Zealand,NZL,1999,13.571336
New Zealand,NZL,2000,12.859932
New Zealand,NZL,2001,15.92658
New Zealand,NZL,2002,15.918619
New Zealand,NZL,2003,22.97443
New Zealand,NZL,2004,23.73867
New Zealand,NZL,2005,26.427471
New Zealand,NZL,2006,26.021524
New Zealand,NZL,2007,19.720991
New Zealand,NZL,2008,24.47237
New Zealand,NZL,2009,18.818949
New Zealand,NZL,2010,16.071981
New Zealand,NZL,2011,16.269657
New Zealand,NZL,2012,20.272028
New Zealand,NZL,2013,17.877504
New Zealand,NZL,2014,16.509882
New Zealand,NZL,2015,16.673475
New Zealand,NZL,2016,13.796134
New Zealand,NZL,2017,14.536367
New Zealand,NZL,2018,15.672816
New Zealand,NZL,2019,16.648094
New Zealand,NZL,2020,15.759999
New Zealand,NZL,2021,18.388664
New Zealand,NZL,2022,12.746311
New Zealand,NZL,2023,11.389625
Non-OECD (EI),,1965,5976.654
Non-OECD (EI),,1966,6205.5874
Non-OECD (EI),,1967,6131.5117
Non-OECD (EI),,1968,6150.3374
Non-OECD (EI),,1969,6532.6777
Non-OECD (EI),,1970,6926.3135
Non-OECD (EI),,1971,7355.353
Non-OECD (EI),,1972,7614.13
Non-OECD (EI),,1973,7738.442
Non-OECD (EI),,1974,7831.7656
Non-OECD (EI),,1975,8352.198
Non-OECD (EI),,1976,8483.516
Non-OECD (EI),,1977,8903.102
Non-OECD (EI),,1978,9192.643
Non-OECD (EI),,1979,9468.685
Non-OECD (EI),,1980,9581.238
Non-OECD (EI),,1981,9751.692
Non-OECD (EI),,1982,10128.74
Non-OECD (EI),,1983,10564.208
Non-OECD (EI),,1984,11031.754
Non-OECD (EI),,1985,11511.137
Non-OECD (EI),,1986,11937.093
Non-OECD (EI),,1987,12558.147
Non-OECD (EI),,1988,13061.051
Non-OECD (EI),,1989,13215.724
Non-OECD (EI),,1990,13242.273
Non-OECD (EI),,1991,13262.132
Non-OECD (EI),,1992,13468.81
Non-OECD (EI),,1993,13663.498
Non-OECD (EI),,1994,13762.685
Non-OECD (EI),,1995,13876.161
Non-OECD (EI),,1996,14118.455
Non-OECD (EI),,1997,13969.673
Non-OECD (EI),,1998,13873.138
Non-OECD (EI),,1999,14104.028
Non-OECD (EI),,2000,14528.904
Non-OECD (EI),,2001,15107.878
Non-OECD (EI),,2002,16038.6455
Non-OECD (EI),,2003,18281.36
Non-OECD (EI),,2004,20400.48
Non-OECD (EI),,2005,22811.895
Non-OECD (EI),,2006,24581.766
Non-OECD (EI),,2007,26529.469
Non-OECD (EI),,2008,27324.236
Non-OECD (EI),,2009,28148.016
Non-OECD (EI),,2010,29212.645
Non-OECD (EI),,2011,31407.71
Non-OECD (EI),,2012,32033.121
Non-OECD (EI),,2013,32572.781
Non-OECD (EI),,2014,32955.926
Non-OECD (EI),,2015,32509.082
Non-OECD (EI),,2016,32179.266
Non-OECD (EI),,2017,32713.521
Non-OECD (EI),,2018,33740.914
Non-OECD (EI),,2019,34629.727
Non-OECD (EI),,2020,34635.62
Non-OECD (EI),,2021,36277.11
Non-OECD (EI),,2022,36846.72
Non-OECD (EI),,2023,38578.914
North America,,1965,3412.8337
North America,,1966,3566.435
North America,,1967,3502.8997
North America,,1968,3634.5938
North America,,1969,3642.3462
North America,,1970,3624.5098
North America,,1971,3432.4197
North America,,1972,3556.7488
North America,,1973,3812.2861
North America,,1974,3731.2556
North America,,1975,3729.3574
North America,,1976,4013.345
North America,,1977,4174.8345
North America,,1978,4084.0315
North America,,1979,4426.2812
North America,,1980,4579.549
North America,,1981,4716.7783
North America,,1982,4573.802
North America,,1983,4751.3354
North America,,1984,5111.611
North America,,1985,5217.145
North America,,1986,5136.4907
North America,,1987,5366.754
North America,,1988,5620.6733
North America,,1989,5685.6475
North America,,1990,5696.6265
North America,,1991,5635.0215
North America,,1992,5677.2573
North America,,1993,5845.8174
North America,,1994,5891.264
North America,,1995,5960.4844
North America,,1996,6229.24
North America,,1997,6367.0957
North America,,1998,6449.974
North America,,1999,6428.929
North America,,2000,6722.444
North America,,2001,6558.836
North America,,2002,6621.082
North America,,2003,6703.8784
North America,,2004,6726.9937
North America,,2005,6845.305
North America,,2006,6749.263
North America,,2007,6837.884
North America,,2008,6706.3364
North America,,2009,5902.084
North America,,2010,6254.494
North America,,2011,5924.3135
North America,,2012,5254.53
North America,,2013,5431.3154
North America,,2014,5409.323
North America,,2015,4713.268
North America,,2016,4341.471
North America,,2017,4270.6177
North America,,2018,4047.9238
North America,,2019,3498.6025
North America,,2020,2802.9958
North America,,2021,3154.9893
North America,,2022,2960.7454
North America,,2023,2486.6787
North America (EI),,1965,3412.2522
North America (EI),,1966,3565.8533
North America (EI),,1967,3502.3184
North America (EI),,1968,3634.0125
North America (EI),,1969,3641.7644
North America (EI),,1970,3624.0444
North America (EI),,1971,3432.0361
North America (EI),,1972,3556.365
North America (EI),,1973,3811.9607
North America (EI),,1974,3730.9067
North America (EI),,1975,3728.9246
North America (EI),,1976,4012.996
North America (EI),,1977,4174.183
North America (EI),,1978,4083.3804
North America (EI),,1979,4425.7344
North America (EI),,1980,4578.909
North America (EI),,1981,4716.15
North America (EI),,1982,4572.662
North America (EI),,1983,4748.99
North America (EI),,1984,5109.708
North America (EI),,1985,5213.4126
North America (EI),,1986,5133.5396
North America (EI),,1987,5362.125
North America (EI),,1988,5616.3125
North America (EI),,1989,5681.647
North America (EI),,1990,5692.842
North America (EI),,1991,5631.064
North America (EI),,1992,5673.6226
North America (EI),,1993,5842.0547
North America (EI),,1994,5888.4307
North America (EI),,1995,5957.5454
North America (EI),,1996,6226.627
North America (EI),,1997,6364.2783
North America (EI),,1998,6446.902
North America (EI),,1999,6425.333
North America (EI),,2000,6717.9116
North America (EI),,2001,6554.1123
North America (EI),,2002,6609.831
North America (EI),,2003,6688.213
North America (EI),,2004,6710.556
North America (EI),,2005,6828.7314
North America (EI),,2006,6730.314
North America (EI),,2007,6818.203
North America (EI),,2008,6685.83
North America (EI),,2009,5882.201
North America (EI),,2010,6235.6455
North America (EI),,2011,5903.124
North America (EI),,2012,5233.08
North America (EI),,2013,5409.835
North America (EI),,2014,5386.394
North America (EI),,2015,4691.138
North America (EI),,2016,4318.9956
North America (EI),,2017,4250.95
North America (EI),,2018,4027.963
North America (EI),,2019,3470.0293
North America (EI),,2020,2768.8506
North America (EI),,2021,3123.2576
North America (EI),,2022,2927.7888
North America (EI),,2023,2453.1643
North Macedonia,MKD,1990,15.466761
North Macedonia,MKD,1991,15.533597
North Macedonia,MKD,1992,15.442488
North Macedonia,MKD,1993,15.519188
North Macedonia,MKD,1994,16.120728
North Macedonia,MKD,1995,16.627272
North Macedonia,MKD,1996,16.087616
North Macedonia,MKD,1997,15.046835
North Macedonia,MKD,1998,19.455256
North Macedonia,MKD,1999,16.96689
North Macedonia,MKD,2000,15.544994
North Macedonia,MKD,2001,17.187988
North Macedonia,MKD,2002,14.942584
North Macedonia,MKD,2003,17.205456
North Macedonia,MKD,2004,16.350151
North Macedonia,MKD,2005,16.966042
North Macedonia,MKD,2006,16.486874
North Macedonia,MKD,2007,16.917696
North Macedonia,MKD,2008,17.337875
North Macedonia,MKD,2009,15.550031
North Macedonia,MKD,2010,15.057268
North Macedonia,MKD,2011,17.196571
North Macedonia,MKD,2012,16.186949
North Macedonia,MKD,2013,13.540367
North Macedonia,MKD,2014,12.5287895
North Macedonia,MKD,2015,11.296521
North Macedonia,MKD,2016,10.188275
North Macedonia,MKD,2017,11.13589
North Macedonia,MKD,2018,10.049073
North Macedonia,MKD,2019,11.909485
North Macedonia,MKD,2020,8.8074045
North Macedonia,MKD,2021,7.7495565
North Macedonia,MKD,2022,9.769953
North Macedonia,MKD,2023,10.302485
Norway,NOR,1965,8.877423
Norway,NOR,1966,8.17368
Norway,NOR,1967,8.581207
Norway,NOR,1968,8.734723
Norway,NOR,1969,9.731425
Norway,NOR,1970,9.94044
Norway,NOR,1971,9.348031
Norway,NOR,1972,10.149791
Norway,NOR,1973,10.911312
Norway,NOR,1974,12.097107
Norway,NOR,1975,11.502116
Norway,NOR,1976,11.097845
Norway,NOR,1977,9.555488
Norway,NOR,1978,9.847889
Norway,NOR,1979,12.263672
Norway,NOR,1980,11.352112
Norway,NOR,1981,11.372373
Norway,NOR,1982,10.937642
Norway,NOR,1983,11.652189
Norway,NOR,1984,13.066398
Norway,NOR,1985,13.013132
Norway,NOR,1986,11.597307
Norway,NOR,1987,11.20419
Norway,NOR,1988,11.501965
Norway,NOR,1989,10.077325
Norway,NOR,1990,9.437522
Norway,NOR,1991,8.399316
Norway,NOR,1992,8.438346
Norway,NOR,1993,9.125279
Norway,NOR,1994,10.288382
Norway,NOR,1995,11.232914
Norway,NOR,1996,11.170465
Norway,NOR,1997,11.084599
Norway,NOR,1998,12.029132
Norway,NOR,1999,11.271945
Norway,NOR,2000,11.5451565
Norway,NOR,2001,10.288382
Norway,NOR,2002,8.922321
Norway,NOR,2003,8.711558
Norway,NOR,2004,9.83563
Norway,NOR,2005,8.399316
Norway,NOR,2006,7.2049894
Norway,NOR,2007,7.9231462
Norway,NOR,2008,8.165134
Norway,NOR,2009,6.4999995
Norway,NOR,2010,8.861111
Norway,NOR,2011,9.833333
Norway,NOR,2012,9.527778
Norway,NOR,2013,9.027778
Norway,NOR,2014,9.888888
Norway,NOR,2015,8.862735
Norway,NOR,2016,9.100231
Norway,NOR,2017,9.513363
Norway,NOR,2018,9.290532
Norway,NOR,2019,9.07454
Norway,NOR,2020,8.976604
Norway,NOR,2021,9.790111
Norway,NOR,2022,9.365546
Norway,NOR,2023,9.616215
OECD (EI),,1965,10201.041
OECD (EI),,1966,10153.844
OECD (EI),,1967,9964.006
OECD (EI),,1968,10182.807
OECD (EI),,1969,10314.322
OECD (EI),,1970,10160.69
OECD (EI),,1971,9631.034
OECD (EI),,1972,9554.097
OECD (EI),,1973,9945.128
OECD (EI),,1974,9864.665
OECD (EI),,1975,9693.236
OECD (EI),,1976,10216.2705
OECD (EI),,1977,10364.312
OECD (EI),,1978,10274.848
OECD (EI),,1979,10901.895
OECD (EI),,1980,11296.545
OECD (EI),,1981,11406.311
OECD (EI),,1982,11266.686
OECD (EI),,1983,11486.765
OECD (EI),,1984,11976.686
OECD (EI),,1985,12485.601
OECD (EI),,1986,12326.727
OECD (EI),,1987,12670.339
OECD (EI),,1988,12922.028
OECD (EI),,1989,13015.326
OECD (EI),,1990,12673.933
OECD (EI),,1991,12405.275
OECD (EI),,1992,12098.472
OECD (EI),,1993,12026.445
OECD (EI),,1994,12028.584
OECD (EI),,1995,12099.587
OECD (EI),,1996,12473.944
OECD (EI),,1997,12577.603
OECD (EI),,1998,12506.992
OECD (EI),,1999,12388.432
OECD (EI),,2000,12912.582
OECD (EI),,2001,12756.838
OECD (EI),,2002,12928.947
OECD (EI),,2003,13229.97
OECD (EI),,2004,13289.3545
OECD (EI),,2005,13378.868
OECD (EI),,2006,13491.4
OECD (EI),,2007,13704.435
OECD (EI),,2008,13461.809
OECD (EI),,2009,12041.976
OECD (EI),,2010,12775.666
OECD (EI),,2011,12533.086
OECD (EI),,2012,12027.873
OECD (EI),,2013,12136.459
OECD (EI),,2014,11937.243
OECD (EI),,2015,11171.422
OECD (EI),,2016,10557.595
OECD (EI),,2017,10479.761
OECD (EI),,2018,10111.876
OECD (EI),,2019,8967.438
OECD (EI),,2020,7661.065
OECD (EI),,2021,8322.971
OECD (EI),,2022,8022.4014
OECD (EI),,2023,6986.013
Oceania,,1965,221.15912
Oceania,,1966,227.99687
Oceania,,1967,232.24142
Oceania,,1968,237.6857
Oceania,,1969,245.67607
Oceania,,1970,248.10437
Oceania,,1971,247.1651
Oceania,,1972,257.88672
Oceania,,1973,269.931
Oceania,,1974,281.51398
Oceania,,1975,288.95828
Oceania,,1976,298.70834
Oceania,,1977,310.29172
Oceania,,1978,316.7222
Oceania,,1979,328.79166
Oceania,,1980,338.39212
Oceania,,1981,346.71683
Oceania,,1982,349.9911
Oceania,,1983,351.3043
Oceania,,1984,369.61993
Oceania,,1985,380.8049
Oceania,,1986,392.04297
Oceania,,1987,405.511
Oceania,,1988,426.92984
Oceania,,1989,448.2926
Oceania,,1990,458.2755
Oceania,,1991,466.54443
Oceania,,1992,470.58212
Oceania,,1993,473.29514
Oceania,,1994,481.8816
Oceania,,1995,497.82205
Oceania,,1996,517.4161
Oceania,,1997,543.98663
Oceania,,1998,566.33044
Oceania,,1999,601.0144
Oceania,,2000,604.52185
Oceania,,2001,601.6179
Oceania,,2002,614.7907
Oceania,,2003,638.9957
Oceania,,2004,665.6598
Oceania,,2005,664.6498
Oceania,,2006,681.5204
Oceania,,2007,669.5235
Oceania,,2008,701.76373
Oceania,,2009,673.68024
Oceania,,2010,623.46625
Oceania,,2011,608.33185
Oceania,,2012,574.74036
Oceania,,2013,544.1194
Oceania,,2014,538.39825
Oceania,,2015,557.08466
Oceania,,2016,553.8584
Oceania,,2017,536.0623
Oceania,,2018,524.55505
Oceania,,2019,503.0397
Oceania,,2020,483.82077
Oceania,,2021,470.8358
Oceania,,2022,441.75208
Oceania,,2023,430.40082
Oman,OMN,1994,0.0001392986
Oman,OMN,1995,0.00007569444
Oman,OMN,1996,0.000048375
Oman,OMN,1997,0.00038900555
Oman,OMN,1998,0.0005585472
Oman,OMN,1999,0.00006673611
Oman,OMN,2000,0.0029031388
Oman,OMN,2001,0.0016395556
Oman,OMN,2002,0.0039049166
Oman,OMN,2003,0
Oman,OMN,2004,0.009284611
Oman,OMN,2005,0.0036508888
Oman,OMN,2006,0.035779163
Oman,OMN,2007,0.008164
Oman,OMN,2008,0.013950194
Oman,OMN,2009,0.016285306
Oman,OMN,2010,0.3446064
Oman,OMN,2011,0.11837333
Oman,OMN,2012,0.35913944
Oman,OMN,2013,0.5224439
Oman,OMN,2014,0.41572553
Oman,OMN,2015,0.5721903
Oman,OMN,2016,0.64058
Oman,OMN,2017,0.8834947
Oman,OMN,2018,0.8663694
Oman,OMN,2019,0.97515744
Oman,OMN,2020,1.1217446
Oman,OMN,2021,0.97774804
Oman,OMN,2022,1.4077659
Oman,OMN,2023,1.4077659
Pakistan,PAK,1965,16.03777
Pakistan,PAK,1966,13.53732
Pakistan,PAK,1967,13.00234
Pakistan,PAK,1968,14.316529
Pakistan,PAK,1969,12.88604
Pakistan,PAK,1970,10.73449
Pakistan,PAK,1971,7.23292
Pakistan,PAK,1972,6.81518
Pakistan,PAK,1973,6.76866
Pakistan,PAK,1974,6.1987896
Pakistan,PAK,1975,6.01271
Pakistan,PAK,1976,5.95456
Pakistan,PAK,1977,6.4779096
Pakistan,PAK,1978,6.8965898
Pakistan,PAK,1979,7.68743
Pakistan,PAK,1980,8.18752
Pakistan,PAK,1981,9.29237
Pakistan,PAK,1982,10.536779
Pakistan,PAK,1983,11.95564
Pakistan,PAK,1984,13.56058
Pakistan,PAK,1985,15.38649
Pakistan,PAK,1986,17.456629
Pakistan,PAK,1987,19.81752
Pakistan,PAK,1988,20.724659
Pakistan,PAK,1989,22.70176
Pakistan,PAK,1990,24.06247
Pakistan,PAK,1991,23.81824
Pakistan,PAK,1992,24.45789
Pakistan,PAK,1993,25.67904
Pakistan,PAK,1994,25.49296
Pakistan,PAK,1995,25.702301
Pakistan,PAK,1996,26.051199
Pakistan,PAK,1997,24.35322
Pakistan,PAK,1998,24.37648
Pakistan,PAK,1999,24.38811
Pakistan,PAK,2000,23.58564
Pakistan,PAK,2001,24.48115
Pakistan,PAK,2002,27.4468
Pakistan,PAK,2003,35.223816
Pakistan,PAK,2004,39.279713
Pakistan,PAK,2005,43.60852
Pakistan,PAK,2006,46.207226
Pakistan,PAK,2007,63.226902
Pakistan,PAK,2008,69.673096
Pakistan,PAK,2009,57.295914
Pakistan,PAK,2010,53.84872
Pakistan,PAK,2011,46.427776
Pakistan,PAK,2012,47.08847
Pakistan,PAK,2013,37.305233
Pakistan,PAK,2014,54.99725
Pakistan,PAK,2015,54.262775
Pakistan,PAK,2016,62.120884
Pakistan,PAK,2017,83.12105
Pakistan,PAK,2018,137.64632
Pakistan,PAK,2019,156.56241
Pakistan,PAK,2020,181.74779
Pakistan,PAK,2021,200.76128
Pakistan,PAK,2022,178.54613
Pakistan,PAK,2023,171.41614
Peru,PER,1965,0.4197064
Peru,PER,1966,0.5294025
Peru,PER,1967,0.5961738
Peru,PER,1968,0.59140444
Peru,PER,1969,0.996803
Peru,PER,1970,1.0111111
Peru,PER,1971,1.4180555
Peru,PER,1972,1.5341666
Peru,PER,1973,1.7547221
Peru,PER,1974,1.871111
Peru,PER,1975,1.9525
Peru,PER,1976,1.5108334
Peru,PER,1977,1.7316666
Peru,PER,1978,1.476111
Peru,PER,1979,1.5688889
Peru,PER,1980,1.6505555
Peru,PER,1981,1.673611
Peru,PER,1982,1.8944443
Peru,PER,1983,1.6038889
Peru,PER,1984,1.2786111
Peru,PER,1985,1.3947221
Peru,PER,1986,1.8944443
Peru,PER,1987,2.138611
Peru,PER,1988,2.103611
Peru,PER,1989,2.336111
Peru,PER,1990,1.685
Peru,PER,1991,3.2658334
Peru,PER,1992,3.196111
Peru,PER,1993,3.3588889
Peru,PER,1994,4.1375
Peru,PER,1995,4.3466663
Peru,PER,1996,4.5558333
Peru,PER,1997,4.7419443
Peru,PER,1998,5.198611
Peru,PER,1999,4.714722
Peru,PER,2000,7.3238883
Peru,PER,2001,6.6452775
Peru,PER,2002,9.1
Peru,PER,2003,9.765555
Peru,PER,2004,10.559443
Peru,PER,2005,10.716666
Peru,PER,2006,9.118055
Peru,PER,2007,12.038889
Peru,PER,2008,10.734722
Peru,PER,2009,9.643888
Peru,PER,2010,9.457777
Peru,PER,2011,9.511666
Peru,PER,2012,10.151944
Peru,PER,2013,10.23861
Peru,PER,2014,10.111112
Peru,PER,2015,9.424167
Peru,PER,2016,10.047221
Peru,PER,2017,8.715277
Peru,PER,2018,7.86575
Peru,PER,2019,8.185528
Peru,PER,2020,5.945166
Peru,PER,2021,7.794
Peru,PER,2022,8.424297
Peru,PER,2023,8.137319
Philippines,PHL,1965,0.5155231
Philippines,PHL,1966,0.48839027
Philippines,PHL,1967,0.37985915
Philippines,PHL,1968,0.17364998
Philippines,PHL,1969,0.22791556
Philippines,PHL,1970,0.22791556
Philippines,PHL,1971,0.22248888
Philippines,PHL,1972,0.21706222
Philippines,PHL,1973,0.21706222
Philippines,PHL,1974,0.30388722
Philippines,PHL,1975,0.5752153
Philippines,PHL,1976,0.68374634
Philippines,PHL,1977,1.6876597
Philippines,PHL,1978,1.5465689
Philippines,PHL,1979,1.3512131
Philippines,PHL,1980,1.6279675
Philippines,PHL,1981,2.8218098
Philippines,PHL,1982,3.1474035
Philippines,PHL,1983,5.7304454
Philippines,PHL,1984,9.181736
Philippines,PHL,1985,12.985753
Philippines,PHL,1986,10.229061
Philippines,PHL,1987,10.880248
Philippines,PHL,1988,13.77803
Philippines,PHL,1989,10.891101
Philippines,PHL,1990,14.59565
Philippines,PHL,1991,17.89857
Philippines,PHL,1992,15.74702
Philippines,PHL,1993,17.479889
Philippines,PHL,1994,17.782269
Philippines,PHL,1995,19.119719
Philippines,PHL,1996,25.76045
Philippines,PHL,1997,31.85457
Philippines,PHL,1998,34.52947
Philippines,PHL,1999,39.39081
Philippines,PHL,2000,53.77712
Philippines,PHL,2001,52.4513
Philippines,PHL,2002,49.16001
Philippines,PHL,2003,50.043888
Philippines,PHL,2004,52.707157
Philippines,PHL,2005,61.836708
Philippines,PHL,2006,58.603565
Philippines,PHL,2007,62.69733
Philippines,PHL,2008,73.92028
Philippines,PHL,2009,70.559204
Philippines,PHL,2010,81.77052
Philippines,PHL,2011,89.85338
Philippines,PHL,2012,94.02855
Philippines,PHL,2013,116.334885
Philippines,PHL,2014,123.76646
Philippines,PHL,2015,135.08244
Philippines,PHL,2016,152.19017
Philippines,PHL,2017,179.97424
Philippines,PHL,2018,190.13885
Philippines,PHL,2019,203.31123
Philippines,PHL,2020,204.06207
Philippines,PHL,2021,219.96307
Philippines,PHL,2022,221.84573
Philippines,PHL,2023,244.92111
Poland,POL,1965,691.764
Poland,POL,1966,701.03314
Poland,POL,1967,713.72144
Poland,POL,1968,748.0648
Poland,POL,1969,785.9205
Poland,POL,1970,816.1934
Poland,POL,1971,835.4643
Poland,POL,1972,873.9596
Poland,POL,1973,877.5533
Poland,POL,1974,902.2903
Poland,POL,1975,973.4426
Poland,POL,1976,1017.8111
Poland,POL,1977,1053.9105
Poland,POL,1978,1102.9775
Poland,POL,1979,1116.2822
Poland,POL,1980,1182.1196
Poland,POL,1981,1054.0269
Poland,POL,1982,1091.0685
Poland,POL,1983,1088.4283
Poland,POL,1984,1134.9252
Poland,POL,1985,1161.3136
