Entity,Code,Year,Fossil fuels per capita (kWh)
Colombia,COL,1969,5183.461
Colombia,COL,1970,5526.602
Colombia,COL,1971,5279.92
Colombia,COL,1972,5989.312
Colombia,COL,1973,5549.9946
Colombia,COL,1974,6055.6826
Colombia,COL,1975,5394.577
Colombia,COL,1976,5493.8057
Colombia,COL,1977,5569.2705
Colombia,COL,1978,5592.5576
Colombia,COL,1979,5607.3154
Colombia,COL,1980,5626.8696
Colombia,COL,1981,5621.852
Colombia,COL,1982,5591.665
Colombia,COL,1983,5828.198
Colombia,COL,1984,5607.7563
Colombia,COL,1985,5594.705
Colombia,COL,1986,5541.7993
Colombia,COL,1987,5936.4214
Colombia,COL,1988,5685.623
Colombia,COL,1989,5776.8823
Colombia,COL,1990,5223.7495
Colombia,COL,1991,5299.3843
Colombia,COL,1992,5938.208
Colombia,COL,1993,6025.5703
Colombia,COL,1994,6238.0825
Colombia,COL,1995,6327.7485
Colombia,COL,1996,6296.866
Colombia,COL,1997,6638.282
Colombia,COL,1998,6688.7773
Colombia,COL,1999,5747.389
Colombia,COL,2000,5647.662
Colombia,COL,2001,5581.208
Colombia,COL,2002,5344.534
Colombia,COL,2003,5269.3843
Colombia,COL,2004,5460.328
Colombia,COL,2005,5212.084
Colombia,COL,2006,6113.7354
Colombia,COL,2007,6090.014
Colombia,COL,2008,6282.9497
Colombia,COL,2009,6378.752
Colombia,COL,2010,6764.048
Colombia,COL,2011,6597.447
Colombia,COL,2012,7193.3115
Colombia,COL,2013,7614.3193
Colombia,COL,2014,8050.3403
Colombia,COL,2015,7408.554
Colombia,COL,2016,8503.356
Colombia,COL,2017,7925.0063
Colombia,COL,2018,7963.477
Colombia,COL,2019,8005.2393
Colombia,COL,2020,7144.673
Colombia,COL,2021,7699.3774
Colombia,COL,2022,8123.6387
Colombia,COL,2023,8549.937
Croatia,HRV,1990,18302.664
Croatia,HRV,1991,13916.607
Croatia,HRV,1992,14097.455
Croatia,HRV,1993,14709.022
Croatia,HRV,1994,14269.982
Croatia,HRV,1995,14773.343
Croatia,HRV,1996,14912.375
Croatia,HRV,1997,16141.165
Croatia,HRV,1998,17360.19
Croatia,HRV,1999,17462.223
Croatia,HRV,2000,17031.225
Croatia,HRV,2001,17844.629
Croatia,HRV,2002,18859.072
Croatia,HRV,2003,20284.34
Croatia,HRV,2004,19927.602
Croatia,HRV,2005,20106.621
Croatia,HRV,2006,20154.234
Croatia,HRV,2007,21566.877
Croatia,HRV,2008,20803.086
Croatia,HRV,2009,19509.365
Croatia,HRV,2010,18871.111
Croatia,HRV,2011,18336.824
Croatia,HRV,2012,16805.686
Croatia,HRV,2013,16330.912
Croatia,HRV,2014,16029.382
Croatia,HRV,2015,16542.156
Croatia,HRV,2016,17071.955
Croatia,HRV,2017,18023.05
Croatia,HRV,2018,17210.01
Croatia,HRV,2019,17580.95
Croatia,HRV,2020,16504.225
Croatia,HRV,2021,17013.49
Croatia,HRV,2022,17103.037
Croatia,HRV,2023,17270.031
Cyprus,CYP,2006,32600.062
Cyprus,CYP,2007,32560.555
Czechia,CZE,1965,47633.9
Czechia,CZE,1966,47890.797
Czechia,CZE,1967,47090.62
Czechia,CZE,1968,49186.14
Czechia,CZE,1969,51314.95
Czechia,CZE,1970,53269.44
Czechia,CZE,1971,56040.957
Czechia,CZE,1972,56145.81
Czechia,CZE,1973,56257.69
Czechia,CZE,1974,56299.605
Czechia,CZE,1975,58243.77
Czechia,CZE,1976,59620.344
Czechia,CZE,1977,61100.316
Czechia,CZE,1978,61690.785
Czechia,CZE,1979,61938.887
Czechia,CZE,1980,59760.3
Czechia,CZE,1981,59329.082
Czechia,CZE,1982,58683.156
Czechia,CZE,1983,58701.348
Czechia,CZE,1984,60482.098
Czechia,CZE,1985,60157.984
Czechia,CZE,1986,59747.395
Czechia,CZE,1987,59755.094
Czechia,CZE,1988,59818.516
Czechia,CZE,1989,57829.645
Czechia,CZE,1990,49275.94
Czechia,CZE,1991,44645.07
Czechia,CZE,1992,43066.254
Czechia,CZE,1993,42494.316
Czechia,CZE,1994,41106.152
Czechia,CZE,1995,43068.957
Czechia,CZE,1996,44625.66
Czechia,CZE,1997,42795.09
Czechia,CZE,1998,41355.676
Czechia,CZE,1999,39363.71
Czechia,CZE,2000,41854.895
Czechia,CZE,2001,42566.234
Czechia,CZE,2002,41477.52
Czechia,CZE,2003,42569.887
Czechia,CZE,2004,43518.805
Czechia,CZE,2005,43038.887
Czechia,CZE,2006,43455.23
Czechia,CZE,2007,42793.555
Czechia,CZE,2008,41403.492
Czechia,CZE,2009,38755.27
Czechia,CZE,2010,40049.055
Czechia,CZE,2011,38342.86
Czechia,CZE,2012,37372.195
Czechia,CZE,2013,36076.68
Czechia,CZE,2014,35210.055
Czechia,CZE,2015,35170.96
Czechia,CZE,2016,35272.867
Czechia,CZE,2017,36683.133
Czechia,CZE,2018,36257.17
Czechia,CZE,2019,34945.473
Czechia,CZE,2020,31577.723
Czechia,CZE,2021,33712.715
Czechia,CZE,2022,32759.732
Czechia,CZE,2023,29895.691
Denmark,DNK,1983,37044.58
Denmark,DNK,1984,37685.594
Denmark,DNK,1985,42477.383
Denmark,DNK,1986,43369.555
Denmark,DNK,1987,41754.273
Denmark,DNK,1988,41179.656
Denmark,DNK,1989,37802.92
Denmark,DNK,1990,38759.516
Denmark,DNK,1991,44482.83
Denmark,DNK,1992,41288.05
Denmark,DNK,1993,43482.887
Denmark,DNK,1994,46562.387
Denmark,DNK,1995,45458.383
Denmark,DNK,1996,53947.266
Denmark,DNK,1997,48150.04
Denmark,DNK,1998,45636.86
Denmark,DNK,1999,43758.543
Denmark,DNK,2000,41144.105
Denmark,DNK,2001,40974.938
Denmark,DNK,2002,40237.49
Denmark,DNK,2003,42821.574
Denmark,DNK,2004,39387.844
Denmark,DNK,2005,37612.758
Denmark,DNK,2006,41808.293
Denmark,DNK,2007,38881.09
Denmark,DNK,2008,37295.715
Denmark,DNK,2009,34609.047
Denmark,DNK,2010,35893.62
Denmark,DNK,2011,32004.52
Denmark,DNK,2012,28581.47
Denmark,DNK,2013,29096.008
Denmark,DNK,2014,26572.596
Denmark,DNK,2015,25231.445
Denmark,DNK,2016,25808.52
Denmark,DNK,2017,24234.016
Denmark,DNK,2018,24170.49
Denmark,DNK,2019,22290.203
Denmark,DNK,2020,18640.746
Denmark,DNK,2021,19319.908
Denmark,DNK,2022,19704.537
Denmark,DNK,2023,18942.352
Ecuador,ECU,1990,6338.517
Ecuador,ECU,1991,6964.9375
Ecuador,ECU,1992,6805.119
Ecuador,ECU,1993,6741.403
Ecuador,ECU,1994,7130.0435
Ecuador,ECU,1995,6881.222
Ecuador,ECU,1996,7571.4995
Ecuador,ECU,1997,8416.84
Ecuador,ECU,1998,8328.537
Ecuador,ECU,1999,7171.19
Ecuador,ECU,2000,6464.374
Ecuador,ECU,2001,6594.5835
Ecuador,ECU,2002,6284.884
Ecuador,ECU,2003,6449.2974
Ecuador,ECU,2004,6848.202
Ecuador,ECU,2005,7312.1616
Ecuador,ECU,2006,7633.25
Ecuador,ECU,2007,7577.7183
Ecuador,ECU,2008,7648.416
Ecuador,ECU,2009,7687.909
Ecuador,ECU,2010,8701.494
Ecuador,ECU,2011,8729.109
Ecuador,ECU,2012,9002.516
Ecuador,ECU,2013,9431.035
Ecuador,ECU,2014,9771.43
Ecuador,ECU,2015,9324.604
Ecuador,ECU,2016,8698.032
Ecuador,ECU,2017,8364.049
Ecuador,ECU,2018,8802.886
Ecuador,ECU,2019,8321.976
Ecuador,ECU,2020,6652.9624
Ecuador,ECU,2021,8083.7393
Ecuador,ECU,2022,8708.343
Ecuador,ECU,2023,9148.316
Egypt,EGY,1965,2808.4556
Egypt,EGY,1966,2880.6257
Egypt,EGY,1967,2368.8135
Egypt,EGY,1968,2416.6606
Egypt,EGY,1969,1811.2345
Egypt,EGY,1970,2230.0723
Egypt,EGY,1971,2223.7217
Egypt,EGY,1972,2450.442
Egypt,EGY,1973,2244.9773
Egypt,EGY,1974,2476.934
Egypt,EGY,1975,2687.323
Egypt,EGY,1976,3151.5928
Egypt,EGY,1977,3315.818
Egypt,EGY,1978,3391.0803
Egypt,EGY,1979,3698.3936
Egypt,EGY,1980,4175.615
Egypt,EGY,1981,4697.0366
Egypt,EGY,1982,5163.4165
Egypt,EGY,1983,5528.36
Egypt,EGY,1984,5929.704
Egypt,EGY,1985,6031.654
Egypt,EGY,1986,6024.1235
Egypt,EGY,1987,6247.1475
Egypt,EGY,1988,6183.779
Egypt,EGY,1989,6337.4766
Egypt,EGY,1990,6325.1743
Egypt,EGY,1991,6263.516
Egypt,EGY,1992,6061.888
Egypt,EGY,1993,5914.8965
Egypt,EGY,1994,6077.2573
Egypt,EGY,1995,6307.3936
Egypt,EGY,1996,6517.4634
Egypt,EGY,1997,6652.7656
Egypt,EGY,1998,6786.5815
Egypt,EGY,1999,7110.927
Egypt,EGY,2000,7375.0947
Egypt,EGY,2001,7555.3794
Egypt,EGY,2002,7645.44
Egypt,EGY,2003,7999.052
Egypt,EGY,2004,8302.405
Egypt,EGY,2005,8368.58
Egypt,EGY,2006,8663.595
Egypt,EGY,2007,9030.8
Egypt,EGY,2008,9384.012
Egypt,EGY,2009,9594.103
Egypt,EGY,2010,9801.154
Egypt,EGY,2011,10100.223
Egypt,EGY,2012,10293.006
Egypt,EGY,2013,9989.811
Egypt,EGY,2014,9645.122
Egypt,EGY,2015,9557.997
Egypt,EGY,2016,9900.272
Egypt,EGY,2017,10113.971
Egypt,EGY,2018,9907.259
Egypt,EGY,2019,9439.065
Egypt,EGY,2020,8602.723
Egypt,EGY,2021,9105.887
Egypt,EGY,2022,9400.669
Egypt,EGY,2023,9131.986
Estonia,EST,1985,77633.625
Estonia,EST,1986,76745.1
Estonia,EST,1987,77318.375
Estonia,EST,1988,75425.12
Estonia,EST,1989,77309.28
Estonia,EST,1990,81229.35
Estonia,EST,1991,74570.97
Estonia,EST,1992,52772.45
Estonia,EST,1993,44908.51
Estonia,EST,1994,46444.18
Estonia,EST,1995,42777.523
Estonia,EST,1996,46001.02
Estonia,EST,1997,45728.043
Estonia,EST,1998,41311.04
Estonia,EST,1999,38250.625
Estonia,EST,2000,39592.426
Estonia,EST,2001,41609.387
Estonia,EST,2002,41689.918
Estonia,EST,2003,45728.09
Estonia,EST,2004,46914.94
Estonia,EST,2005,47348.145
Estonia,EST,2006,46996.63
Estonia,EST,2007,54681.934
Estonia,EST,2008,50287.504
Estonia,EST,2009,42763.84
Estonia,EST,2010,52454.63
Estonia,EST,2011,52215.496
Estonia,EST,2012,52122.742
Estonia,EST,2013,55908.348
Estonia,EST,2014,53131.562
Estonia,EST,2015,48599.348
Estonia,EST,2016,50154.62
Estonia,EST,2017,55318.8
Estonia,EST,2018,54172.293
Estonia,EST,2019,42239.938
Estonia,EST,2020,37205.28
Estonia,EST,2021,39445.348
Estonia,EST,2022,41223.45
Estonia,EST,2023,35453.055
Europe,,1965,28474.326
Europe,,1966,29318.248
Europe,,1967,30249.873
Europe,,1968,31663.107
Europe,,1969,33505.695
Europe,,1970,35283.883
Europe,,1971,36288.324
Europe,,1972,37767.55
Europe,,1973,39650.523
Europe,,1974,39623.332
Europe,,1975,39741.266
Europe,,1976,41580.414
Europe,,1977,42051.39
Europe,,1978,43455.582
Europe,,1979,44639.26
Europe,,1980,43937.465
Europe,,1981,42981.133
Europe,,1982,42630.395
Europe,,1983,42721.305
Europe,,1984,43328.18
Europe,,1985,41227.816
Europe,,1986,41734.598
Europe,,1987,42295.953
Europe,,1988,42225.574
Europe,,1989,42066.027
Europe,,1990,41874.23
Europe,,1991,41040.348
Europe,,1992,39107.652
Europe,,1993,37214.566
Europe,,1994,35465.723
Europe,,1995,35257.664
Europe,,1996,35496.785
Europe,,1997,34591.457
Europe,,1998,34709.99
Europe,,1999,34514.543
Europe,,2000,34806.383
Europe,,2001,35201.02
Europe,,2002,35137.273
Europe,,2003,35892.25
Europe,,2004,36118.504
Europe,,2005,36158.2
Europe,,2006,36663.02
Europe,,2007,36268.75
Europe,,2008,35848.766
Europe,,2009,33200.68
Europe,,2010,34354.97
Europe,,2011,33881.84
Europe,,2012,33382.54
Europe,,2013,32628.275
Europe,,2014,31207.996
Europe,,2015,31028.6
Europe,,2016,31455.506
Europe,,2017,31714.25
Europe,,2018,31792.027
Europe,,2019,31019.334
Europe,,2020,28317.934
Europe,,2021,29688.38
Europe,,2022,29415.87
Europe,,2023,28404.564
European Union (27),,1965,23748.541
European Union (27),,1966,24258.38
European Union (27),,1967,25028.238
European Union (27),,1968,26694.258
European Union (27),,1969,28867.34
European Union (27),,1970,30778.078
European Union (27),,1971,31574.225
European Union (27),,1972,32976.273
European Union (27),,1973,34720.152
European Union (27),,1974,33943.645
European Union (27),,1975,33330.33
European Union (27),,1976,35526.52
European Union (27),,1977,35234.035
European Union (27),,1978,36489.55
European Union (27),,1979,37542.35
European Union (27),,1980,36602.28
European Union (27),,1981,34746.61
European Union (27),,1982,33593.07
European Union (27),,1983,33223.21
European Union (27),,1984,33519.777
European Union (27),,1985,34650.336
European Union (27),,1986,34859.02
European Union (27),,1987,35258.98
European Union (27),,1988,35040.617
European Union (27),,1989,35215.22
European Union (27),,1990,34584
European Union (27),,1991,34173.07
European Union (27),,1992,33217.977
European Union (27),,1993,32590.488
European Union (27),,1994,32329.486
European Union (27),,1995,33132.848
European Union (27),,1996,34095.367
European Union (27),,1997,33662.438
European Union (27),,1998,33925.16
European Union (27),,1999,33596.99
European Union (27),,2000,33639.94
European Union (27),,2001,34028.43
European Union (27),,2002,33963.832
European Union (27),,2003,34610.594
European Union (27),,2004,34716.066
European Union (27),,2005,34710.66
European Union (27),,2006,34724.887
European Union (27),,2007,34136.98
European Union (27),,2008,33453.414
European Union (27),,2009,30974.611
European Union (27),,2010,31846.277
European Union (27),,2011,30743.375
European Union (27),,2012,29895.707
European Union (27),,2013,29241.6
European Union (27),,2014,27646.016
European Union (27),,2015,28213.14
European Union (27),,2016,28650.514
European Union (27),,2017,29276.291
European Union (27),,2018,28720.252
European Union (27),,2019,27842.26
European Union (27),,2020,24893.984
European Union (27),,2021,26470.143
European Union (27),,2022,25552.55
European Union (27),,2023,23779.045
Finland,FIN,1974,36323.125
Finland,FIN,1975,37175.73
Finland,FIN,1976,41477.363
Finland,FIN,1977,40817.53
Finland,FIN,1978,43714.566
Finland,FIN,1979,45062.91
Finland,FIN,1980,44913.945
Finland,FIN,1981,38653.316
Finland,FIN,1982,36860.36
Finland,FIN,1983,35273.086
Finland,FIN,1984,36872.926
Finland,FIN,1985,39893.465
Finland,FIN,1986,40387.418
Finland,FIN,1987,42201.844
Finland,FIN,1988,41988.13
Finland,FIN,1989,42560.3
Finland,FIN,1990,44149.336
Finland,FIN,1991,43960.652
Finland,FIN,1992,42550.41
Finland,FIN,1993,42845.906
Finland,FIN,1994,46849.332
Finland,FIN,1995,42848.13
Finland,FIN,1996,46502.297
Finland,FIN,1997,45068.73
Finland,FIN,1998,44215.336
Finland,FIN,1999,44008.195
Finland,FIN,2000,43306.41
Finland,FIN,2001,45737.195
Finland,FIN,2002,47297.496
Finland,FIN,2003,52482.8
Finland,FIN,2004,48446.055
Finland,FIN,2005,42560.824
Finland,FIN,2006,48095.78
Finland,FIN,2007,46554.574
Finland,FIN,2008,42099.242
Finland,FIN,2009,39840.453
Finland,FIN,2010,44262.723
Finland,FIN,2011,39869.89
Finland,FIN,2012,35927
Finland,FIN,2013,37185.96
Finland,FIN,2014,34172.004
Finland,FIN,2015,32096.895
Finland,FIN,2016,33719.62
Finland,FIN,2017,31900.504
Finland,FIN,2018,32643.19
Finland,FIN,2019,30917.422
Finland,FIN,2020,27168.043
Finland,FIN,2021,26448.344
Finland,FIN,2022,25790.674
Finland,FIN,2023,22978.654
France,FRA,1965,25036.96
France,FRA,1966,24999.855
France,FRA,1967,26836.97
France,FRA,1968,27750.691
France,FRA,1969,30376.99
France,FRA,1970,32527.928
France,FRA,1971,33745.254
France,FRA,1972,35544.41
France,FRA,1973,38673.355
France,FRA,1974,37158.777
France,FRA,1975,34319.99
France,FRA,1976,37233.742
France,FRA,1977,36213.98
France,FRA,1978,37333.17
France,FRA,1979,37960.01
France,FRA,1980,36178.18
France,FRA,1981,32879.965
France,FRA,1982,31073.088
France,FRA,1983,30045.186
France,FRA,1984,29109.16
France,FRA,1985,28874.143
France,FRA,1986,28189.988
France,FRA,1987,28046.771
France,FRA,1988,27681.996
France,FRA,1989,28255.297
France,FRA,1990,28242.217
France,FRA,1991,30310.66
France,FRA,1992,29663.836
France,FRA,1993,28229.182
France,FRA,1994,27298.877
France,FRA,1995,28010.877
France,FRA,1996,29141.557
France,FRA,1997,28405.43
France,FRA,1998,29979.543
France,FRA,1999,29692.744
France,FRA,2000,29494.467
France,FRA,2001,29197.191
France,FRA,2002,28688.965
France,FRA,2003,29099.238
France,FRA,2004,29136.133
France,FRA,2005,28826.055
France,FRA,2006,28119.732
France,FRA,2007,27371.438
France,FRA,2008,26970.51
France,FRA,2009,25552.09
France,FRA,2010,25838.447
France,FRA,2011,24179.93
France,FRA,2012,23991.393
France,FRA,2013,23948.48
France,FRA,2014,21634.684
France,FRA,2015,22135.375
France,FRA,2016,22391.416
France,FRA,2017,22733.664
France,FRA,2018,21908.648
France,FRA,2019,21559.725
France,FRA,2020,18458.41
France,FRA,2021,19952.6
France,FRA,2022,18967.49
France,FRA,2023,17850.02
Germany,DEU,1965,38415.56
Germany,DEU,1966,38168.234
Germany,DEU,1967,37794.227
Germany,DEU,1968,40123.46
Germany,DEU,1969,43136.92
Germany,DEU,1970,45185.83
Germany,DEU,1971,45635.867
Germany,DEU,1972,47059.188
Germany,DEU,1973,49634.34
Germany,DEU,1974,48605.73
Germany,DEU,1975,46387.453
Germany,DEU,1976,49615.51
Germany,DEU,1977,49016.83
Germany,DEU,1978,50840.336
Germany,DEU,1979,53599.043
Germany,DEU,1980,51664.797
Germany,DEU,1981,49644.86
Germany,DEU,1982,47509.066
Germany,DEU,1983,48175.17
Germany,DEU,1984,49132.043
Germany,DEU,1985,49462.777
Germany,DEU,1986,49154.668
Germany,DEU,1987,48971.855
Germany,DEU,1988,48372.57
Germany,DEU,1989,47415.195
Germany,DEU,1990,46665.72
Germany,DEU,1991,45367.33
Germany,DEU,1992,43610.484
Germany,DEU,1993,43348.75
Germany,DEU,1994,42733.195
Germany,DEU,1995,42681.25
Germany,DEU,1996,44011.707
Germany,DEU,1997,42938.93
Germany,DEU,1998,42709.668
Germany,DEU,1999,41601.348
Germany,DEU,2000,41590.516
Germany,DEU,2001,42451.08
Germany,DEU,2002,41845.69
Germany,DEU,2003,41858.516
Germany,DEU,2004,41429.168
Germany,DEU,2005,40735.957
Germany,DEU,2006,41398.223
Germany,DEU,2007,39590.49
Germany,DEU,2008,39719.08
Germany,DEU,2009,37145.08
Germany,DEU,2010,38543.195
Germany,DEU,2011,37245.68
Germany,DEU,2012,37433.844
Germany,DEU,2013,38533.08
Germany,DEU,2014,36198.457
Germany,DEU,2015,36322.855
Germany,DEU,2016,37174.88
Germany,DEU,2017,37045.01
Germany,DEU,2018,35519.348
Germany,DEU,2019,33785.625
Germany,DEU,2020,30651.35
Germany,DEU,2021,32312.693
Germany,DEU,2022,31151.562
Germany,DEU,2023,28553.773
Greece,GRC,1982,19798.186
Greece,GRC,1983,20067.695
Greece,GRC,1984,20602.342
Greece,GRC,1985,21607.018
Greece,GRC,1986,21316.293
Greece,GRC,1987,23317.729
Greece,GRC,1988,24564.893
Greece,GRC,1989,26581.389
Greece,GRC,1990,27379.988
Greece,GRC,1991,27167.52
Greece,GRC,1992,27683.387
Greece,GRC,1993,27797.838
Greece,GRC,1994,27973.498
Greece,GRC,1995,28547.46
Greece,GRC,1996,28863.084
Greece,GRC,1997,29650.586
Greece,GRC,1998,31406.885
Greece,GRC,1999,30984.941
Greece,GRC,2000,32686.6
Greece,GRC,2001,33181.492
Greece,GRC,2002,32973.594
Greece,GRC,2003,34309.73
Greece,GRC,2004,34290.4
Greece,GRC,2005,34302.754
Greece,GRC,2006,35015.926
Greece,GRC,2007,36543.754
Greece,GRC,2008,35631.574
Greece,GRC,2009,33705.363
Greece,GRC,2010,31509.072
Greece,GRC,2011,31579.805
Greece,GRC,2012,29183.297
Greece,GRC,2013,26338.809
Greece,GRC,2014,25136.213
Greece,GRC,2015,24962.992
Greece,GRC,2016,24656.535
Greece,GRC,2017,26501.79
Greece,GRC,2018,26258.535
Greece,GRC,2019,25721.227
Greece,GRC,2020,21708.766
Greece,GRC,2021,23143.05
Greece,GRC,2022,24323.156
Greece,GRC,2023,23123.361
High-income countries,,1965,35693.836
High-income countries,,1966,37042.156
High-income countries,,1967,38129.445
High-income countries,,1968,40262.85
High-income countries,,1969,42613.457
High-income countries,,1970,44634.547
High-income countries,,1971,45162.695
High-income countries,,1972,46953.605
High-income countries,,1973,49154.32
High-income countries,,1974,47417.883
High-income countries,,1975,45736.23
High-income countries,,1976,48068.44
High-income countries,,1977,48584.75
High-income countries,,1978,49252.58
High-income countries,,1979,50124.98
High-income countries,,1980,48016.73
High-income countries,,1981,46126.938
High-income countries,,1982,44070.984
High-income countries,,1983,43567.57
High-income countries,,1984,44857.633
High-income countries,,1985,45187.133
High-income countries,,1986,45364.395
High-income countries,,1987,46321.71
High-income countries,,1988,47520.477
High-income countries,,1989,48041.28
High-income countries,,1990,47594.32
High-income countries,,1991,47399.2
High-income countries,,1992,47544.715
High-income countries,,1993,47647.973
High-income countries,,1994,48359.883
High-income countries,,1995,49077.145
High-income countries,,1996,50370.027
High-income countries,,1997,50569.855
High-income countries,,1998,50411
High-income countries,,1999,50763.195
High-income countries,,2000,51525.7
High-income countries,,2001,51199.055
High-income countries,,2002,51338.355
High-income countries,,2003,51949.78
High-income countries,,2004,52576.3
High-income countries,,2005,52616.23
High-income countries,,2006,52216.473
High-income countries,,2007,52397.176
High-income countries,,2008,51294.176
High-income countries,,2009,48075.676
High-income countries,,2010,49848.133
High-income countries,,2011,49060.555
High-income countries,,2012,48565.24
High-income countries,,2013,48681.066
High-income countries,,2014,47962.676
High-income countries,,2015,47949.625
High-income countries,,2016,47773.227
High-income countries,,2017,47761.22
High-income countries,,2018,47990.996
High-income countries,,2019,46898.62
High-income countries,,2020,42715.098
High-income countries,,2021,44788.62
High-income countries,,2022,44784.934
High-income countries,,2023,43498.86
Hong Kong,HKG,1995,28937.332
Hong Kong,HKG,1996,28513.861
Hong Kong,HKG,1997,28363.01
Hong Kong,HKG,1998,28449.79
Hong Kong,HKG,1999,28398.512
Hong Kong,HKG,2000,29337.336
Hong Kong,HKG,2001,36671.152
Hong Kong,HKG,2002,35543.58
Hong Kong,HKG,2003,36507.19
Hong Kong,HKG,2004,40706.63
Hong Kong,HKG,2005,38935.48
Hong Kong,HKG,2006,41052.57
Hong Kong,HKG,2007,43421.28
Hong Kong,HKG,2008,40116.883
Hong Kong,HKG,2009,43533.855
Hong Kong,HKG,2010,45006.055
Hong Kong,HKG,2011,45834.223
Hong Kong,HKG,2012,43722.906
Hong Kong,HKG,2013,44471.938
Hong Kong,HKG,2014,43079.223
Hong Kong,HKG,2015,44025.07
Hong Kong,HKG,2016,44965.36
Hong Kong,HKG,2017,48057.836
Hong Kong,HKG,2018,48478.457
Hong Kong,HKG,2019,45845.63
Hong Kong,HKG,2020,34227.48
Hong Kong,HKG,2021,32298.6
Hong Kong,HKG,2022,28761.506
Hong Kong,HKG,2023,33182.87
Hungary,HUN,1965,18218.738
Hungary,HUN,1966,18403.693
Hungary,HUN,1967,17502.982
Hungary,HUN,1968,18092.195
Hungary,HUN,1969,19305.424
Hungary,HUN,1970,20734.062
Hungary,HUN,1971,21344.154
Hungary,HUN,1972,21967.92
Hungary,HUN,1973,23715.98
Hungary,HUN,1974,24337.646
Hungary,HUN,1975,25592.28
Hungary,HUN,1976,27193.506
Hungary,HUN,1977,28466.453
Hungary,HUN,1978,30345.412
Hungary,HUN,1979,29968.045
Hungary,HUN,1980,30051.14
Hungary,HUN,1981,29781.45
Hungary,HUN,1982,29986.365
Hungary,HUN,1983,28905.613
Hungary,HUN,1984,29467.783
Hungary,HUN,1985,29834.303
Hungary,HUN,1986,29536.457
Hungary,HUN,1987,30086.457
Hungary,HUN,1988,28752.006
Hungary,HUN,1989,27894.309
Hungary,HUN,1990,27343.215
Hungary,HUN,1991,25282.848
Hungary,HUN,1992,24051.424
Hungary,HUN,1993,23082.922
Hungary,HUN,1994,23505.172
Hungary,HUN,1995,23853.656
Hungary,HUN,1996,24372.756
Hungary,HUN,1997,23794.438
Hungary,HUN,1998,24290.766
Hungary,HUN,1999,24300.201
Hungary,HUN,2000,23508.256
Hungary,HUN,2001,24272.951
Hungary,HUN,2002,23760.182
Hungary,HUN,2003,24976.828
Hungary,HUN,2004,25068.78
Hungary,HUN,2005,26220.771
Hungary,HUN,2006,25901.496
Hungary,HUN,2007,25100.043
Hungary,HUN,2008,24410.162
Hungary,HUN,2009,22019.047
Hungary,HUN,2010,22480.566
Hungary,HUN,2011,21884.672
Hungary,HUN,2012,20133.857
Hungary,HUN,2013,18981.432
Hungary,HUN,2014,18833.666
Hungary,HUN,2015,20146.443
Hungary,HUN,2016,20611.85
Hungary,HUN,2017,22053.951
Hungary,HUN,2018,22279.477
Hungary,HUN,2019,22284.37
Hungary,HUN,2020,21629.916
Hungary,HUN,2021,22774.951
Hungary,HUN,2022,20338.37
Hungary,HUN,2023,18263.344
Iceland,ISL,2007,37098.49
India,IND,1965,1125.2926
India,IND,1966,1133.5355
India,IND,1967,1134.5189
India,IND,1968,1176.4385
India,IND,1969,1271.7704
India,IND,1970,1201.8425
India,IND,1971,1215.6349
India,IND,1972,1265.2268
India,IND,1973,1251.0247
India,IND,1974,1313.2266
India,IND,1975,1361.0214
India,IND,1976,1394.942
India,IND,1977,1441.1593
India,IND,1978,1423.5167
India,IND,1979,1491.5619
India,IND,1980,1503.5441
India,IND,1981,1637.8589
India,IND,1982,1621.7012
India,IND,1983,1681.703
India,IND,1984,1744.3007
India,IND,1985,1817.7192
India,IND,1986,1912.4452
India,IND,1987,2014.1486
India,IND,1988,2139.258
India,IND,1989,2282.3818
India,IND,1990,2396.4678
India,IND,1991,2467.0754
India,IND,1992,2563.7466
India,IND,1993,2578.222
India,IND,1994,2649.131
India,IND,1995,2814.2717
India,IND,1996,2896.9954
India,IND,1997,3002.7327
India,IND,1998,3096.229
India,IND,1999,3130.572
India,IND,2000,3248.5781
India,IND,2001,3208.9155
India,IND,2002,3280.0996
India,IND,2003,3346.9622
India,IND,2004,3500.132
India,IND,2005,3680.3704
India,IND,2006,3787.7646
India,IND,2007,4047.9866
India,IND,2008,4259.3423
India,IND,2009,4548.835
India,IND,2010,4664.287
India,IND,2011,4784.8174
India,IND,2012,5018.8647
India,IND,2013,5085.1323
India,IND,2014,5363.6274
India,IND,2015,5491.542
India,IND,2016,5684.7876
India,IND,2017,5805.1807
India,IND,2018,6038.0254
India,IND,2019,6054.0767
India,IND,2020,5626.037
India,IND,2021,6085.2295
India,IND,2022,6315.175
India,IND,2023,6768.019
Indonesia,IDN,1965,782.1327
Indonesia,IDN,1966,742.3492
Indonesia,IDN,1967,705.97253
Indonesia,IDN,1968,721.00476
Indonesia,IDN,1969,798.989
Indonesia,IDN,1970,820.8075
Indonesia,IDN,1971,826.59186
Indonesia,IDN,1972,859.40314
Indonesia,IDN,1973,940.3789
Indonesia,IDN,1974,980.9496
Indonesia,IDN,1975,1178.0784
Indonesia,IDN,1976,1225.3157
Indonesia,IDN,1977,1573.1063
Indonesia,IDN,1978,1742.5056
Indonesia,IDN,1979,1937.3461
Indonesia,IDN,1980,2037.1598
Indonesia,IDN,1981,2135.4321
