Entity,Code,Year,Gas (% equivalent primary energy)
Africa,,1965,1.3362632
Africa,,1966,1.4261588
Africa,,1967,1.3950869
Africa,,1968,1.3386455
Africa,,1969,1.521898
Africa,,1970,1.7410845
Africa,,1971,1.9309573
Africa,,1972,2.448062
Africa,,1973,3.623626
Africa,,1974,3.8849254
Africa,,1975,4.416606
Africa,,1976,4.6239133
Africa,,1977,4.9034944
Africa,,1978,6.73792
Africa,,1979,9.453519
Africa,,1980,11.045986
Africa,,1981,12.032826
Africa,,1982,12.192476
Africa,,1983,13.0185795
Africa,,1984,12.098193
Africa,,1985,12.473422
Africa,,1986,13.7323065
Africa,,1987,13.733011
Africa,,1988,14.221001
Africa,,1989,14.715197
Africa,,1990,15.285395
Africa,,1991,15.417176
Africa,,1992,15.930769
Africa,,1993,15.561685
Africa,,1994,15.754332
Africa,,1995,16.173512
Africa,,1996,16.556187
Africa,,1997,15.887313
Africa,,1998,16.46438
Africa,,1999,16.124567
Africa,,2000,17.422167
Africa,,2001,19.170662
Africa,,2002,19.999552
Africa,,2003,20.241047
Africa,,2004,20.746607
Africa,,2005,21.345474
Africa,,2006,21.86796
Africa,,2007,22.474459
Africa,,2008,22.035233
Africa,,2009,21.79981
Africa,,2010,22.033575
Africa,,2011,23.629843
Africa,,2012,24.548447
Africa,,2013,24.339394
Africa,,2014,24.341698
Africa,,2015,25.921658
Africa,,2016,26.039219
Africa,,2017,27.161634
Africa,,2018,28.279703
Africa,,2019,28.10059
Africa,,2020,28.993011
Africa,,2021,30.634737
Africa,,2022,30.02057
Africa,,2023,29.537184
Africa (EI),,1965,1.3362632
Africa (EI),,1966,1.4261588
Africa (EI),,1967,1.3950868
Africa (EI),,1968,1.3386456
Africa (EI),,1969,1.521898
Africa (EI),,1970,1.7410845
Africa (EI),,1971,1.9309574
Africa (EI),,1972,2.448062
Africa (EI),,1973,3.6236253
Africa (EI),,1974,3.8849254
Africa (EI),,1975,4.416605
Africa (EI),,1976,4.623913
Africa (EI),,1977,4.9034953
Africa (EI),,1978,6.73792
Africa (EI),,1979,9.453519
Africa (EI),,1980,11.045986
Africa (EI),,1981,12.032825
Africa (EI),,1982,12.192476
Africa (EI),,1983,13.018581
Africa (EI),,1984,12.098193
Africa (EI),,1985,12.473422
Africa (EI),,1986,13.7323065
Africa (EI),,1987,13.733011
Africa (EI),,1988,14.221003
Africa (EI),,1989,14.715197
Africa (EI),,1990,15.285395
Africa (EI),,1991,15.417176
Africa (EI),,1992,15.930769
Africa (EI),,1993,15.5616865
Africa (EI),,1994,15.754332
Africa (EI),,1995,16.17351
Africa (EI),,1996,16.556187
Africa (EI),,1997,15.887314
Africa (EI),,1998,16.464382
Africa (EI),,1999,16.124567
Africa (EI),,2000,17.422167
Africa (EI),,2001,19.170662
Africa (EI),,2002,19.999552
Africa (EI),,2003,20.241047
Africa (EI),,2004,20.746607
Africa (EI),,2005,21.345474
Africa (EI),,2006,21.867958
Africa (EI),,2007,22.474459
Africa (EI),,2008,22.035233
Africa (EI),,2009,21.79981
Africa (EI),,2010,22.033573
Africa (EI),,2011,23.629843
Africa (EI),,2012,24.54845
Africa (EI),,2013,24.339394
Africa (EI),,2014,24.341702
Africa (EI),,2015,25.921658
Africa (EI),,2016,26.039219
Africa (EI),,2017,27.161634
Africa (EI),,2018,28.279703
Africa (EI),,2019,28.100586
Africa (EI),,2020,28.993011
Africa (EI),,2021,30.634733
Africa (EI),,2022,30.02057
Africa (EI),,2023,29.537184
Algeria,DZA,1965,29.922304
Algeria,DZA,1966,25.875282
Algeria,DZA,1967,26.509514
Algeria,DZA,1968,25.9458
Algeria,DZA,1969,30.86445
Algeria,DZA,1970,26.47216
Algeria,DZA,1971,27.809486
Algeria,DZA,1972,28.736267
Algeria,DZA,1973,33.537952
Algeria,DZA,1974,35.095695
Algeria,DZA,1975,40.486183
Algeria,DZA,1976,41.031223
Algeria,DZA,1977,39.79627
Algeria,DZA,1978,50.85833
Algeria,DZA,1979,54.88328
Algeria,DZA,1980,61.778492
Algeria,DZA,1981,66.10903
Algeria,DZA,1982,65.05577
Algeria,DZA,1983,65.216515
Algeria,DZA,1984,59.667004
Algeria,DZA,1985,58.638775
Algeria,DZA,1986,60.70026
Algeria,DZA,1987,60.416126
Algeria,DZA,1988,63.563324
Algeria,DZA,1989,61.495125
Algeria,DZA,1990,61.941273
Algeria,DZA,1991,61.741604
Algeria,DZA,1992,62.127434
Algeria,DZA,1993,59.915016
Algeria,DZA,1994,62.323814
Algeria,DZA,1995,64.577545
Algeria,DZA,1996,67.01869
Algeria,DZA,1997,65.14475
Algeria,DZA,1998,65.08251
Algeria,DZA,1999,65.85942
Algeria,DZA,2000,63.68252
Algeria,DZA,2001,63.485813
Algeria,DZA,2002,60.518265
Algeria,DZA,2003,61.121452
Algeria,DZA,2004,60.58108
Algeria,DZA,2005,61.03665
Algeria,DZA,2006,60.254593
Algeria,DZA,2007,58.50439
Algeria,DZA,2008,57.617252
Algeria,DZA,2009,58.396385
Algeria,DZA,2010,57.693665
Algeria,DZA,2011,57.691364
Algeria,DZA,2012,58.845245
Algeria,DZA,2013,59.81918
Algeria,DZA,2014,61.630814
Algeria,DZA,2015,61.411156
Algeria,DZA,2016,62.55513
Algeria,DZA,2017,63.262005
Algeria,DZA,2018,64.825966
Algeria,DZA,2019,64.88759
Algeria,DZA,2020,66.805534
Algeria,DZA,2021,68.04841
Algeria,DZA,2022,68.56355
Algeria,DZA,2023,65.668175
Argentina,ARG,1965,12.551153
Argentina,ARG,1966,13.166428
Argentina,ARG,1967,13.379695
Argentina,ARG,1968,14.410524
Argentina,ARG,1969,13.892086
Argentina,ARG,1970,16.562017
Argentina,ARG,1971,16.865692
Argentina,ARG,1972,18.691479
Argentina,ARG,1973,20.35722
Argentina,ARG,1974,20.720102
Argentina,ARG,1975,21.741497
Argentina,ARG,1976,23.305182
Argentina,ARG,1977,23.306952
Argentina,ARG,1978,22.633821
Argentina,ARG,1979,21.676857
Argentina,ARG,1980,23.75523
Argentina,ARG,1981,25.588556
Argentina,ARG,1982,28.538395
Argentina,ARG,1983,29.469479
Argentina,ARG,1984,31.269646
Argentina,ARG,1985,32.32789
Argentina,ARG,1986,33.061028
Argentina,ARG,1987,31.652494
Argentina,ARG,1988,36.365032
Argentina,ARG,1989,39.613125
Argentina,ARG,1990,38.46236
Argentina,ARG,1991,38.538334
Argentina,ARG,1992,38.843708
Argentina,ARG,1993,39.701603
Argentina,ARG,1994,38.739536
Argentina,ARG,1995,41.78009
Argentina,ARG,1996,45.83324
Argentina,ARG,1997,41.75244
Argentina,ARG,1998,43.099785
Argentina,ARG,1999,45.211365
Argentina,ARG,2000,46.21892
Argentina,ARG,2001,44.298832
Argentina,ARG,2002,44.97902
Argentina,ARG,2003,47.93839
Argentina,ARG,2004,49.420338
Argentina,ARG,2005,49.700993
Argentina,ARG,2006,48.944508
Argentina,ARG,2007,49.341446
Argentina,ARG,2008,49.235985
Argentina,ARG,2009,49.073345
Argentina,ARG,2010,47.611855
Argentina,ARG,2011,48.223763
Argentina,ARG,2012,48.388145
Argentina,ARG,2013,46.900116
Argentina,ARG,2014,47.103756
Argentina,ARG,2015,46.79576
Argentina,ARG,2016,48.578026
Argentina,ARG,2017,48.719154
Argentina,ARG,2018,49.47667
Argentina,ARG,2019,50.20596
Argentina,ARG,2020,50.50564
Argentina,ARG,2021,47.924736
Argentina,ARG,2022,44.544086
Argentina,ARG,2023,44.066475
Asia,,1965,1.7514017
Asia,,1966,1.8435392
Asia,,1967,2.0613503
Asia,,1968,2.258478
Asia,,1969,2.4302335
Asia,,1970,2.5352335
Asia,,1971,2.6537168
Asia,,1972,2.7514744
Asia,,1973,3.117532
Asia,,1974,3.6268308
Asia,,1975,3.963669
Asia,,1976,4.165892
Asia,,1977,4.759546
Asia,,1978,5.2989187
Asia,,1979,6.1532683
Asia,,1980,6.414088
Asia,,1981,6.4928837
Asia,,1982,6.7664175
Asia,,1983,6.8821406
Asia,,1984,7.9348197
Asia,,1985,10.770737
Asia,,1986,11.637135
Asia,,1987,11.675577
Asia,,1988,11.738095
Asia,,1989,12.16958
Asia,,1990,12.201471
Asia,,1991,12.410488
Asia,,1992,12.642576
Asia,,1993,12.073454
Asia,,1994,12.408592
Asia,,1995,12.663235
Asia,,1996,12.977714
Asia,,1997,13.255424
Asia,,1998,13.815268
Asia,,1999,14.452015
Asia,,2000,14.636132
Asia,,2001,15.07021
Asia,,2002,15.190521
Asia,,2003,15.08289
Asia,,2004,14.801441
Asia,,2005,14.767594
Asia,,2006,14.810766
Asia,,2007,15.061768
Asia,,2008,15.589876
Asia,,2009,15.6905365
Asia,,2010,16.19256
Asia,,2011,16.537529
Asia,,2012,16.808569
Asia,,2013,16.787361
Asia,,2014,17.039715
Asia,,2015,17.310068
Asia,,2016,17.108921
Asia,,2017,17.644161
Asia,,2018,17.829184
Asia,,2019,17.785408
Asia,,2020,18.361395
Asia,,2021,18.374334
Asia,,2022,17.820135
Asia,,2023,17.36471
Asia Pacific (EI),,1965,1.0707189
Asia Pacific (EI),,1966,1.0835463
Asia Pacific (EI),,1967,1.192647
Asia Pacific (EI),,1968,1.2112257
Asia Pacific (EI),,1969,1.3927672
Asia Pacific (EI),,1970,1.6874359
Asia Pacific (EI),,1971,1.8598808
Asia Pacific (EI),,1972,2.0070217
Asia Pacific (EI),,1973,2.3110342
Asia Pacific (EI),,1974,2.8566318
Asia Pacific (EI),,1975,3.1109881
Asia Pacific (EI),,1976,3.4292057
Asia Pacific (EI),,1977,4.0138173
Asia Pacific (EI),,1978,4.5345263
Asia Pacific (EI),,1979,4.987256
Asia Pacific (EI),,1980,5.342683
Asia Pacific (EI),,1981,5.3781524
Asia Pacific (EI),,1982,5.5267377
Asia Pacific (EI),,1983,5.8166103
Asia Pacific (EI),,1984,6.4394293
Asia Pacific (EI),,1985,6.641377
Asia Pacific (EI),,1986,6.967903
Asia Pacific (EI),,1987,6.9625072
Asia Pacific (EI),,1988,6.9343777
Asia Pacific (EI),,1989,6.9991937
Asia Pacific (EI),,1990,7.1725636
Asia Pacific (EI),,1991,7.506099
Asia Pacific (EI),,1992,7.665955
Asia Pacific (EI),,1993,7.6233516
Asia Pacific (EI),,1994,7.8762507
Asia Pacific (EI),,1995,7.8751974
Asia Pacific (EI),,1996,8.209592
Asia Pacific (EI),,1997,8.605883
Asia Pacific (EI),,1998,8.812507
Asia Pacific (EI),,1999,9.179254
Asia Pacific (EI),,2000,9.507293
Asia Pacific (EI),,2001,9.769101
Asia Pacific (EI),,2002,9.746045
Asia Pacific (EI),,2003,9.755746
Asia Pacific (EI),,2004,9.406293
Asia Pacific (EI),,2005,9.350285
Asia Pacific (EI),,2006,9.512048
Asia Pacific (EI),,2007,9.647476
Asia Pacific (EI),,2008,9.98376
Asia Pacific (EI),,2009,9.993802
Asia Pacific (EI),,2010,10.488733
Asia Pacific (EI),,2011,10.770616
Asia Pacific (EI),,2012,11.139854
Asia Pacific (EI),,2013,11.208649
Asia Pacific (EI),,2014,11.258737
Asia Pacific (EI),,2015,11.22059
Asia Pacific (EI),,2016,10.877626
Asia Pacific (EI),,2017,11.558175
Asia Pacific (EI),,2018,11.92119
Asia Pacific (EI),,2019,11.9653635
Asia Pacific (EI),,2020,12.220487
Asia Pacific (EI),,2021,12.389829
Asia Pacific (EI),,2022,11.882866
Asia Pacific (EI),,2023,11.541079
Australia,AUS,1965,0.0069229137
Australia,AUS,1966,0.008809655
Australia,AUS,1967,0.008307035
Australia,AUS,1968,0.060709346
Australia,AUS,1969,0.7898692
Australia,AUS,1970,3.0352442
Australia,AUS,1971,4.313018
Australia,AUS,1972,5.921508
Australia,AUS,1973,7.0319543
Australia,AUS,1974,7.543463
Australia,AUS,1975,7.9665637
Australia,AUS,1976,9.088011
Australia,AUS,1977,9.894601
Australia,AUS,1978,10.32091
Australia,AUS,1979,11.455624
Australia,AUS,1980,13.108235
Australia,AUS,1981,13.982892
Australia,AUS,1982,13.763756
Australia,AUS,1983,15.099703
Australia,AUS,1984,14.381878
Australia,AUS,1985,14.945179
Australia,AUS,1986,16.037645
Australia,AUS,1987,15.934775
Australia,AUS,1988,15.590663
Australia,AUS,1989,16.206036
Australia,AUS,1990,15.960686
Australia,AUS,1991,15.405202
Australia,AUS,1992,15.689021
Australia,AUS,1993,15.906182
Australia,AUS,1994,17.019796
Australia,AUS,1995,16.756117
Australia,AUS,1996,16.39766
Australia,AUS,1997,15.715676
Australia,AUS,1998,15.802648
Australia,AUS,1999,15.550234
Australia,AUS,2000,15.747886
Australia,AUS,2001,16.85386
Australia,AUS,2002,17.003838
Australia,AUS,2003,16.89685
Australia,AUS,2004,16.699562
Australia,AUS,2005,16.491634
Australia,AUS,2006,17.638287
Australia,AUS,2007,19.26733
Australia,AUS,2008,18.629047
Australia,AUS,2009,19.301474
Australia,AUS,2010,21.013796
Australia,AUS,2011,21.225405
Australia,AUS,2012,21.668228
Australia,AUS,2013,22.499868
Australia,AUS,2014,23.982605
Australia,AUS,2015,24.352512
Australia,AUS,2016,23.624403
Australia,AUS,2017,23.278807
Australia,AUS,2018,22.886814
Australia,AUS,2019,26.226866
Australia,AUS,2020,26.696508
Australia,AUS,2021,24.904875
Australia,AUS,2022,26.024347
Australia,AUS,2023,23.989574
Austria,AUT,1965,9.250029
Austria,AUT,1966,9.489992
Austria,AUT,1967,8.999486
Austria,AUT,1968,8.9753685
Austria,AUT,1969,10.512111
Austria,AUT,1970,11.134404
Austria,AUT,1971,12.844205
Austria,AUT,1972,13.417226
Austria,AUT,1973,13.715739
Austria,AUT,1974,14.790659
Austria,AUT,1975,14.872655
Austria,AUT,1976,16.36684
Austria,AUT,1977,16.639479
Austria,AUT,1978,16.591034
Austria,AUT,1979,15.530012
Austria,AUT,1980,14.982205
Austria,AUT,1981,14.709836
Austria,AUT,1982,14.720239
Austria,AUT,1983,15.060827
Austria,AUT,1984,16.939564
Austria,AUT,1985,17.096468
Austria,AUT,1986,16.566225
Austria,AUT,1987,16.372057
Austria,AUT,1988,15.916117
Austria,AUT,1989,16.998297
Austria,AUT,1990,18.553158
Austria,AUT,1991,18.793407
Austria,AUT,1992,18.701773
Austria,AUT,1993,19.240675
Austria,AUT,1994,19.962757
Austria,AUT,1995,20.713936
Austria,AUT,1996,21.576159
Austria,AUT,1997,20.528685
Austria,AUT,1998,20.605742
Austria,AUT,1999,20.857141
Austria,AUT,2000,19.790218
Austria,AUT,2001,20.38448
Austria,AUT,2002,20.029432
Austria,AUT,2003,21.984037
Austria,AUT,2004,21.420462
Austria,AUT,2005,22.088102
Austria,AUT,2006,21.023577
Austria,AUT,2007,20.16565
Austria,AUT,2008,21.359877
Austria,AUT,2009,21.553219
Austria,AUT,2010,22.803041
Austria,AUT,2011,22.84041
Austria,AUT,2012,20.811037
Austria,AUT,2013,19.959631
Austria,AUT,2014,19.020462
Austria,AUT,2015,20.101997
Austria,AUT,2016,20.364132
Austria,AUT,2017,21.720629
Austria,AUT,2018,21.270504
Austria,AUT,2019,20.797348
Austria,AUT,2020,21.310448
Austria,AUT,2021,22.203703
Austria,AUT,2022,20.835886
Austria,AUT,2023,17.882238
Azerbaijan,AZE,1985,56.5284
Azerbaijan,AZE,1986,58.365738
Azerbaijan,AZE,1987,59.48325
Azerbaijan,AZE,1988,58.696495
Azerbaijan,AZE,1989,60.473816
Azerbaijan,AZE,1990,59.18938
Azerbaijan,AZE,1991,58.944656
Azerbaijan,AZE,1992,53.531414
Azerbaijan,AZE,1993,45.55122
Azerbaijan,AZE,1994,46.380478
Azerbaijan,AZE,1995,48.761784
Azerbaijan,AZE,1996,43.56201
Azerbaijan,AZE,1997,43.32358
Azerbaijan,AZE,1998,40.272038
Azerbaijan,AZE,1999,43.25543
Azerbaijan,AZE,2000,40.004963
Azerbaijan,AZE,2001,59.55978
Azerbaijan,AZE,2002,60.49841
Azerbaijan,AZE,2003,57.282753
Azerbaijan,AZE,2004,59.37388
Azerbaijan,AZE,2005,56.572617
Azerbaijan,AZE,2006,60.805565
Azerbaijan,AZE,2007,58.1512
Azerbaijan,AZE,2008,66.48942
Azerbaijan,AZE,2009,65.92986
Azerbaijan,AZE,2010,63.51653
Azerbaijan,AZE,2011,61.304886
Azerbaijan,AZE,2012,62.472553
Azerbaijan,AZE,2013,61.072956
Azerbaijan,AZE,2014,62.670853
Azerbaijan,AZE,2015,64.87111
Azerbaijan,AZE,2016,64.225266
Azerbaijan,AZE,2017,63.590015
Azerbaijan,AZE,2018,61.39533
Azerbaijan,AZE,2019,63.420288
Azerbaijan,AZE,2020,66.873344
Azerbaijan,AZE,2021,64.88219
Azerbaijan,AZE,2022,64.75086
Azerbaijan,AZE,2023,66.366806
Bangladesh,BGD,1971,27.352562
Bangladesh,BGD,1972,24.140749
Bangladesh,BGD,1973,30.188906
Bangladesh,BGD,1974,34.284615
Bangladesh,BGD,1975,23.237772
Bangladesh,BGD,1976,29.115099
Bangladesh,BGD,1977,31.93424
Bangladesh,BGD,1978,31.876846
Bangladesh,BGD,1979,33.111797
Bangladesh,BGD,1980,35.36975
Bangladesh,BGD,1981,36.95431
Bangladesh,BGD,1982,43.48982
Bangladesh,BGD,1983,48.935284
Bangladesh,BGD,1984,52.25448
Bangladesh,BGD,1985,53.404354
Bangladesh,BGD,1986,55.33316
Bangladesh,BGD,1987,58.90522
Bangladesh,BGD,1988,62.25354
Bangladesh,BGD,1989,61.048813
Bangladesh,BGD,1990,61.933716
Bangladesh,BGD,1991,66.11149
Bangladesh,BGD,1992,66.10449
Bangladesh,BGD,1993,67.30499
Bangladesh,BGD,1994,67.2463
Bangladesh,BGD,1995,62.948566
Bangladesh,BGD,1996,64.49472
Bangladesh,BGD,1997,60.33782
Bangladesh,BGD,1998,61.217712
Bangladesh,BGD,1999,65.99467
Bangladesh,BGD,2000,66.5452
Bangladesh,BGD,2001,65.193985
Bangladesh,BGD,2002,68.39459
Bangladesh,BGD,2003,69.60178
Bangladesh,BGD,2004,70.36788
Bangladesh,BGD,2005,69.75856
Bangladesh,BGD,2006,69.813034
Bangladesh,BGD,2007,72.486244
Bangladesh,BGD,2008,73.51121
Bangladesh,BGD,2009,76.43682
Bangladesh,BGD,2010,76.70546
Bangladesh,BGD,2011,72.120384
Bangladesh,BGD,2012,72.33798
Bangladesh,BGD,2013,71.63322
Bangladesh,BGD,2014,72.30166
Bangladesh,BGD,2015,67.150276
Bangladesh,BGD,2016,68.41265
Bangladesh,BGD,2017,66.01323
Bangladesh,BGD,2018,63.758553
Bangladesh,BGD,2019,64.11772
Bangladesh,BGD,2020,65.41846
Bangladesh,BGD,2021,62.165146
Bangladesh,BGD,2022,55.38344
Bangladesh,BGD,2023,55.312653
Belarus,BLR,1985,21.206514
Belarus,BLR,1986,18.931183
Belarus,BLR,1987,21.062077
Belarus,BLR,1988,24.042372
Belarus,BLR,1989,26.179134
Belarus,BLR,1990,27.753792
Belarus,BLR,1991,29.113132
Belarus,BLR,1992,38.986996
Belarus,BLR,1993,43.259464
Belarus,BLR,1994,45.23758
Belarus,BLR,1995,45.974285
Belarus,BLR,1996,47.2051
Belarus,BLR,1997,53.37938
Belarus,BLR,1998,55.2744
Belarus,BLR,1999,57.88288
Belarus,BLR,2000,59.583046
Belarus,BLR,2001,60.935314
Belarus,BLR,2002,60.60127
Belarus,BLR,2003,60.029728
Belarus,BLR,2004,65.02524
Belarus,BLR,2005,66.88582
Belarus,BLR,2006,64.19733
Belarus,BLR,2007,66.06641
Belarus,BLR,2008,66.77999
Belarus,BLR,2009,59.932953
Belarus,BLR,2010,67.695244
Belarus,BLR,2011,63.941437
Belarus,BLR,2012,59.679985
Belarus,BLR,2013,65.4994
Belarus,BLR,2014,64.84862
Belarus,BLR,2015,67.04675
Belarus,BLR,2016,65.20408
Belarus,BLR,2017,65.536865
Belarus,BLR,2018,62.86886
Belarus,BLR,2019,62.063133
Belarus,BLR,2020,61.94854
Belarus,BLR,2021,61.301605
Belarus,BLR,2022,62.726463
Belarus,BLR,2023,56.69017
Belgium,BEL,1965,0.17799143
Belgium,BEL,1966,0.3334096
Belgium,BEL,1967,1.2104491
Belgium,BEL,1968,2.6425765
Belgium,BEL,1969,4.960111
Belgium,BEL,1970,7.3670135
Belgium,BEL,1971,10.355411
Belgium,BEL,1972,12.281759
Belgium,BEL,1973,14.565748
Belgium,BEL,1974,17.676077
Belgium,BEL,1975,18.569725
Belgium,BEL,1976,18.488958
Belgium,BEL,1977,18.156385
Belgium,BEL,1978,17.247616
Belgium,BEL,1979,18.315754
Belgium,BEL,1980,18.306013
Belgium,BEL,1981,17.756084
Belgium,BEL,1982,15.476664
Belgium,BEL,1983,16.59596
Belgium,BEL,1984,16.386251
Belgium,BEL,1985,15.773145
Belgium,BEL,1986,13.724713
Belgium,BEL,1987,14.691462
Belgium,BEL,1988,14.216441
Belgium,BEL,1989,15.682624
Belgium,BEL,1990,15.401642
Belgium,BEL,1991,15.8782425
Belgium,BEL,1992,16.39902
Belgium,BEL,1993,17.44233
Belgium,BEL,1994,16.956564
Belgium,BEL,1995,18.527277
Belgium,BEL,1996,19.389877
Belgium,BEL,1997,18.307465
Belgium,BEL,1998,19.669113
Belgium,BEL,1999,21.154852
Belgium,BEL,2000,20.886938
Belgium,BEL,2001,20.814844
Belgium,BEL,2002,21.585651
Belgium,BEL,2003,22.14359
Belgium,BEL,2004,22.479141
Belgium,BEL,2005,22.342384
Belgium,BEL,2006,22.933207
Belgium,BEL,2007,22.94661
Belgium,BEL,2008,22.432238
Belgium,BEL,2009,24.549957
Belgium,BEL,2010,25.373951
Belgium,BEL,2011,23.156084
Belgium,BEL,2012,24.440681
Belgium,BEL,2013,23.553627
Belgium,BEL,2014,22.220968
Belgium,BEL,2015,24.108181
Belgium,BEL,2016,22.817606
Belgium,BEL,2017,22.91923
Belgium,BEL,2018,23.625734
Belgium,BEL,2019,23.54563
Belgium,BEL,2020,25.59921
Belgium,BEL,2021,22.971123
Belgium,BEL,2022,20.955696
Belgium,BEL,2023,21.347025
Brazil,BRA,1965,0.18746936
Brazil,BRA,1966,0.20095128
Brazil,BRA,1967,0.21923837
Brazil,BRA,1968,0.20291883
Brazil,BRA,1969,0.1959413
Brazil,BRA,1970,0.17888777
Brazil,BRA,1971,0.25282583
Brazil,BRA,1972,0.303963
Brazil,BRA,1973,0.2953488
Brazil,BRA,1974,0.5099655
Brazil,BRA,1975,0.5250692
Brazil,BRA,1976,0.552547
Brazil,BRA,1977,0.6462532
Brazil,BRA,1978,0.76896524
Brazil,BRA,1979,0.77216667
Brazil,BRA,1980,0.88178587
Brazil,BRA,1981,0.8073966
Brazil,BRA,1982,1.0972426
Brazil,BRA,1983,1.466931
Brazil,BRA,1984,1.6033942
Brazil,BRA,1985,1.8765317
Brazil,BRA,1986,2.0725832
Brazil,BRA,1987,2.2512221
Brazil,BRA,1988,2.1983397
Brazil,BRA,1989,2.1918082
Brazil,BRA,1990,2.00864
Brazil,BRA,1991,2.0228086
Brazil,BRA,1992,2.2597365
Brazil,BRA,1993,2.529999
Brazil,BRA,1994,2.6345456
Brazil,BRA,1995,2.7344806
Brazil,BRA,1996,2.8453119
Brazil,BRA,1997,2.9083862
Brazil,BRA,1998,2.9442549
Brazil,BRA,1999,3.4542642
Brazil,BRA,2000,4.1177244
Brazil,BRA,2001,5.3468595
Brazil,BRA,2002,6.1767874
Brazil,BRA,2003,6.7849116
Brazil,BRA,2004,7.6949625
Brazil,BRA,2005,7.812121
Brazil,BRA,2006,7.996457
Brazil,BRA,2007,7.7368946
Brazil,BRA,2008,8.730471
Brazil,BRA,2009,7.0817156
Brazil,BRA,2010,8.65823
Brazil,BRA,2011,8.33895
Brazil,BRA,2012,9.603023
Brazil,BRA,2013,11.048774
Brazil,BRA,2014,11.40592
Brazil,BRA,2015,12.208434
Brazil,BRA,2016,10.805971
Brazil,BRA,2017,10.866908
Brazil,BRA,2018,10.32541
Brazil,BRA,2019,10.114307
Brazil,BRA,2020,9.257598
Brazil,BRA,2021,11.3274145
Brazil,BRA,2022,8.570713
Brazil,BRA,2023,7.781578
Bulgaria,BGR,1965,0.46922827
Bulgaria,BGR,1966,0.6529554
Bulgaria,BGR,1967,1.7110715
Bulgaria,BGR,1968,2.3430312
Bulgaria,BGR,1969,2.186422
Bulgaria,BGR,1970,1.7537144
Bulgaria,BGR,1971,1.3195136
Bulgaria,BGR,1972,0.8639511
Bulgaria,BGR,1973,0.83771825
Bulgaria,BGR,1974,1.7724825
Bulgaria,BGR,1975,4.258652
Bulgaria,BGR,1976,7.0322
Bulgaria,BGR,1977,8.515109
Bulgaria,BGR,1978,8.773095
Bulgaria,BGR,1979,9.042942
Bulgaria,BGR,1980,11.009638
Bulgaria,BGR,1981,12.15561
Bulgaria,BGR,1982,13.130233
Bulgaria,BGR,1983,13.704077
Bulgaria,BGR,1984,14.492615
Bulgaria,BGR,1985,15.92799
Bulgaria,BGR,1986,15.506451
Bulgaria,BGR,1987,17.159662
Bulgaria,BGR,1988,16.289398
Bulgaria,BGR,1989,16.91582
Bulgaria,BGR,1990,19.425375
Bulgaria,BGR,1991,20.266544
Bulgaria,BGR,1992,19.070404
Bulgaria,BGR,1993,16.633364
Bulgaria,BGR,1994,17.300135
Bulgaria,BGR,1995,19.415882
Bulgaria,BGR,1996,19.890766
Bulgaria,BGR,1997,16.779367
Bulgaria,BGR,1998,14.600602
Bulgaria,BGR,1999,14.397036
Bulgaria,BGR,2000,15.672411
Bulgaria,BGR,2001,12.753079
Bulgaria,BGR,2002,11.656808
Bulgaria,BGR,2003,11.907121
Bulgaria,BGR,2004,12.022461
Bulgaria,BGR,2005,13.835661
Bulgaria,BGR,2006,13.98291
Bulgaria,BGR,2007,14.580057
Bulgaria,BGR,2008,14.734038
Bulgaria,BGR,2009,12.005426
Bulgaria,BGR,2010,12.636596
Bulgaria,BGR,2011,13.6213665
Bulgaria,BGR,2012,13.359177
Bulgaria,BGR,2013,13.903507
Bulgaria,BGR,2014,12.933801
Bulgaria,BGR,2015,13.353856
Bulgaria,BGR,2016,14.663514
Bulgaria,BGR,2017,14.729725
Bulgaria,BGR,2018,13.815032
Bulgaria,BGR,2019,13.3815
Bulgaria,BGR,2020,14.949028
Bulgaria,BGR,2021,14.880875
Bulgaria,BGR,2022,11.781003
Bulgaria,BGR,2023,12.676435
CIS (EI),,1965,17.591154
CIS (EI),,1966,18.45207
CIS (EI),,1967,19.330326
CIS (EI),,1968,20.119183
CIS (EI),,1969,20.550236
CIS (EI),,1970,21.508121
CIS (EI),,1971,22.410074
CIS (EI),,1972,22.429728
CIS (EI),,1973,23.204153
CIS (EI),,1974,23.315504
CIS (EI),,1975,24.242716
CIS (EI),,1976,25.67633
CIS (EI),,1977,26.331076
CIS (EI),,1978,26.913208
CIS (EI),,1979,27.808285
CIS (EI),,1980,28.032106
CIS (EI),,1981,29.065142
CIS (EI),,1982,30.6135
CIS (EI),,1983,32.14758
CIS (EI),,1984,33.80037
CIS (EI),,1985,36.227776
CIS (EI),,1986,36.35911
CIS (EI),,1987,37.219055
CIS (EI),,1988,38.428013
CIS (EI),,1989,39.235493
CIS (EI),,1990,40.063698
CIS (EI),,1991,41.590244
CIS (EI),,1992,42.289124
CIS (EI),,1993,45.229416
CIS (EI),,1994,46.560345
CIS (EI),,1995,48.016556
CIS (EI),,1996,50.197803
CIS (EI),,1997,49.289627
CIS (EI),,1998,51.318794
CIS (EI),,1999,51.287888
CIS (EI),,2000,51.004864
CIS (EI),,2001,51.32509
CIS (EI),,2002,51.792206
CIS (EI),,2003,51.620686
CIS (EI),,2004,52.40397
CIS (EI),,2005,53.127064
CIS (EI),,2006,53.21439
CIS (EI),,2007,53.70401
CIS (EI),,2008,52.60385
CIS (EI),,2009,52.73218
