Entity,Code,Year,"Energy imports, net (% of energy use)"
Egypt,EGY,2002,-25.494768
Egypt,EGY,2003,-27.14792
Egypt,EGY,2004,-18.111202
Egypt,EGY,2005,-26.847286
Egypt,EGY,2006,-24.655819
Egypt,EGY,2007,-22.662518
Egypt,EGY,2008,-23.329666
Egypt,EGY,2009,-18.978384
Egypt,EGY,2010,-16.46164
Egypt,EGY,2011,-9.871071
Egypt,EGY,2012,-4.9701033
Egypt,EGY,2013,-6.8916903
Egypt,EGY,2014,-7.391494
El Salvador,SLV,1971,28.374193
El Salvador,SLV,1972,30.90165
El Salvador,SLV,1973,32.740013
El Salvador,SLV,1974,31.208485
El Salvador,SLV,1975,30.959267
El Salvador,SLV,1976,27.182842
El Salvador,SLV,1977,27.056915
El Salvador,SLV,1978,26.570633
El Salvador,SLV,1979,26.125814
El Salvador,SLV,1980,24.077574
El Salvador,SLV,1981,21.091162
El Salvador,SLV,1982,19.969803
El Salvador,SLV,1983,20.787935
El Salvador,SLV,1984,20.846447
El Salvador,SLV,1985,23.480972
El Salvador,SLV,1986,27.580263
El Salvador,SLV,1987,29.268827
El Salvador,SLV,1988,30.830086
El Salvador,SLV,1989,31.99122
El Salvador,SLV,1990,31.44313
El Salvador,SLV,1991,36.72355
El Salvador,SLV,1992,38.298733
El Salvador,SLV,1993,41.862885
El Salvador,SLV,1994,44.504898
El Salvador,SLV,1995,46.673744
El Salvador,SLV,1996,43.227863
El Salvador,SLV,1997,47.90812
El Salvador,SLV,1998,49.392513
El Salvador,SLV,1999,47.192448
El Salvador,SLV,2000,46.595642
El Salvador,SLV,2001,44.978466
El Salvador,SLV,2002,45.14554
El Salvador,SLV,2003,45.808388
El Salvador,SLV,2004,45.435017
El Salvador,SLV,2005,44.793087
El Salvador,SLV,2006,44.45007
El Salvador,SLV,2007,47.887623
El Salvador,SLV,2008,44.60423
El Salvador,SLV,2009,47.491955
El Salvador,SLV,2010,46.628227
El Salvador,SLV,2011,47.610214
El Salvador,SLV,2012,48.63734
El Salvador,SLV,2013,48.310825
El Salvador,SLV,2014,49.235466
Eritrea,ERI,1992,19.355383
Eritrea,ERI,1993,23.1849
Eritrea,ERI,1994,25.531267
Eritrea,ERI,1995,26.792515
Eritrea,ERI,1996,27.866228
Eritrea,ERI,1997,25.121244
Eritrea,ERI,1998,28.803322
Eritrea,ERI,1999,29.278223
Eritrea,ERI,2000,28.265934
Eritrea,ERI,2001,28.373512
Eritrea,ERI,2002,26.851223
Eritrea,ERI,2003,29.670712
Eritrea,ERI,2004,35.218204
Eritrea,ERI,2005,34.409115
Eritrea,ERI,2006,25.860613
Eritrea,ERI,2007,26.084766
Eritrea,ERI,2008,19.10579
Eritrea,ERI,2009,22.206059
Eritrea,ERI,2010,21.577396
Eritrea,ERI,2011,21.883537
Eritrea,ERI,2012,22.53611
Eritrea,ERI,2013,22.35547
Eritrea,ERI,2014,22.267235
Estonia,EST,1990,44.63674
Estonia,EST,1991,46.883236
Estonia,EST,1992,32.246128
Estonia,EST,1993,35.318325
Estonia,EST,1994,34.647705
Estonia,EST,1995,34.531815
Estonia,EST,1996,30.68477
Estonia,EST,1997,30.79935
Estonia,EST,1998,36.6857
Estonia,EST,1999,37.847042
Estonia,EST,2000,32.531254
Estonia,EST,2001,35.517406
Estonia,EST,2002,28.374018
Estonia,EST,2003,24.96883
Estonia,EST,2004,30.067263
Estonia,EST,2005,25.768715
Estonia,EST,2006,26.31894
Estonia,EST,2007,22.52267
Estonia,EST,2008,23.025614
Estonia,EST,2009,14.621745
Estonia,EST,2010,12.313256
Estonia,EST,2011,10.445366
Estonia,EST,2012,7.7902236
Estonia,EST,2013,7.226919
Estonia,EST,2014,3.3972034
Estonia,EST,2015,-2.70596
Ethiopia,ETH,1971,3.4440017
Ethiopia,ETH,1972,3.0816798
Ethiopia,ETH,1973,3.1663146
Ethiopia,ETH,1974,3.073111
Ethiopia,ETH,1975,2.6751814
Ethiopia,ETH,1976,2.6571546
Ethiopia,ETH,1977,2.5875897
Ethiopia,ETH,1978,2.8409712
Ethiopia,ETH,1979,2.95347
Ethiopia,ETH,1980,3.0052314
Ethiopia,ETH,1981,3.1317008
Ethiopia,ETH,1982,2.8367374
Ethiopia,ETH,1983,2.901181
Ethiopia,ETH,1984,2.6149125
Ethiopia,ETH,1985,2.6006954
Ethiopia,ETH,1986,2.9196222
Ethiopia,ETH,1987,3.4555275
Ethiopia,ETH,1988,3.3860652
Ethiopia,ETH,1989,3.4745824
Ethiopia,ETH,1990,3.5503314
Ethiopia,ETH,1991,3.4008915
Ethiopia,ETH,1992,2.244968
Ethiopia,ETH,1993,2.7366292
Ethiopia,ETH,1994,3.0482712
Ethiopia,ETH,1995,3.3432465
Ethiopia,ETH,1996,3.5135083
Ethiopia,ETH,1997,3.3117232
Ethiopia,ETH,1998,3.3251078
Ethiopia,ETH,1999,3.2256703
Ethiopia,ETH,2000,3.4270854
Ethiopia,ETH,2001,4.132048
Ethiopia,ETH,2002,4.186233
Ethiopia,ETH,2003,4.39883
Ethiopia,ETH,2004,4.474108
Ethiopia,ETH,2005,4.0935884
Ethiopia,ETH,2006,4.247062
Ethiopia,ETH,2007,4.6081476
Ethiopia,ETH,2008,4.843753
Ethiopia,ETH,2009,4.7902493
Ethiopia,ETH,2010,4.567743
Ethiopia,ETH,2011,4.937416
Ethiopia,ETH,2012,4.9462485
Ethiopia,ETH,2013,5.5857687
Ethiopia,ETH,2014,5.9263144
Europe and Central Asia (WB),,1960,30.123405
Europe and Central Asia (WB),,1961,32.101555
Europe and Central Asia (WB),,1962,35.544083
Europe and Central Asia (WB),,1963,39.078762
Europe and Central Asia (WB),,1964,40.200237
Europe and Central Asia (WB),,1965,42.87023
Europe and Central Asia (WB),,1966,45.536335
Europe and Central Asia (WB),,1967,48.34773
Europe and Central Asia (WB),,1968,50.88125
Europe and Central Asia (WB),,1969,53.49661
Europe and Central Asia (WB),,1970,52.97384
Europe and Central Asia (WB),,1971,49.51467
Europe and Central Asia (WB),,1972,50.958965
Europe and Central Asia (WB),,1973,52.222843
Europe and Central Asia (WB),,1974,50.844597
Europe and Central Asia (WB),,1975,47.060993
Europe and Central Asia (WB),,1976,48.207752
Europe and Central Asia (WB),,1977,45.72495
Europe and Central Asia (WB),,1978,45.411076
Europe and Central Asia (WB),,1979,44.186718
Europe and Central Asia (WB),,1980,42.1985
Europe and Central Asia (WB),,1981,39.30846
Europe and Central Asia (WB),,1982,36.20099
Europe and Central Asia (WB),,1983,33.9887
Europe and Central Asia (WB),,1984,34.612785
Europe and Central Asia (WB),,1985,32.703506
Europe and Central Asia (WB),,1986,32.721172
Europe and Central Asia (WB),,1987,33.312153
Europe and Central Asia (WB),,1988,33.6385
Europe and Central Asia (WB),,1989,34.588886
Europe and Central Asia (WB),,1990,11.509928
Europe and Central Asia (WB),,1991,13.971366
Europe and Central Asia (WB),,1992,12.683587
Europe and Central Asia (WB),,1993,12.700612
Europe and Central Asia (WB),,1994,11.074215
Europe and Central Asia (WB),,1995,11.567193
Europe and Central Asia (WB),,1996,11.214043
Europe and Central Asia (WB),,1997,11.046621
Europe and Central Asia (WB),,1998,11.798233
Europe and Central Asia (WB),,1999,10.383031
Europe and Central Asia (WB),,2000,9.210189
Europe and Central Asia (WB),,2001,9.246024
Europe and Central Asia (WB),,2002,7.424218
Europe and Central Asia (WB),,2003,7.055922
Europe and Central Asia (WB),,2004,6.162212
Europe and Central Asia (WB),,2005,6.200479
Europe and Central Asia (WB),,2006,6.8834734
Europe and Central Asia (WB),,2007,5.8355412
Europe and Central Asia (WB),,2008,4.947468
Europe and Central Asia (WB),,2009,3.3219097
Europe and Central Asia (WB),,2010,4.2788157
Europe and Central Asia (WB),,2011,3.527912
Europe and Central Asia (WB),,2012,3.1697662
Europe and Central Asia (WB),,2013,1.2439348
Europe and Central Asia (WB),,2014,0.59260863
Europe and Central Asia (WB),,2015,42.66329
European Union (27),,1960,30.244339
European Union (27),,1961,32.703228
European Union (27),,1962,37.421738
European Union (27),,1963,40.963
European Union (27),,1964,42.04772
European Union (27),,1965,44.48023
European Union (27),,1966,47.05049
European Union (27),,1967,50.67829
European Union (27),,1968,53.120274
European Union (27),,1969,55.02347
European Union (27),,1970,53.55528
European Union (27),,1971,49.89305
European Union (27),,1972,50.983986
European Union (27),,1973,52.821983
European Union (27),,1974,51.03464
European Union (27),,1975,48.61052
European Union (27),,1976,50.965183
European Union (27),,1977,50.080822
European Union (27),,1978,51.600105
European Union (27),,1979,52.124733
European Union (27),,1980,51.590755
European Union (27),,1981,49.544037
European Union (27),,1982,47.19259
European Union (27),,1983,45.89048
European Union (27),,1984,44.615658
European Union (27),,1985,44.138935
European Union (27),,1986,44.569942
European Union (27),,1987,45.33512
European Union (27),,1988,45.565994
European Union (27),,1989,46.110203
European Union (27),,1990,48.356308
European Union (27),,1991,49.241474
European Union (27),,1992,48.704792
European Union (27),,1993,48.909035
European Union (27),,1994,49.488632
European Union (27),,1995,50.49584
European Union (27),,1996,50.958576
European Union (27),,1997,51.137184
European Union (27),,1998,53.490036
European Union (27),,1999,53.638767
European Union (27),,2000,53.96565
European Union (27),,2001,54.46108
European Union (27),,2002,54.30259
European Union (27),,2003,55.001053
European Union (27),,2004,54.51932
European Union (27),,2005,55.198048
European Union (27),,2006,55.56129
European Union (27),,2007,55.714054
European Union (27),,2008,55.277122
European Union (27),,2009,54.466206
European Union (27),,2010,54.586502
European Union (27),,2011,53.97238
European Union (27),,2012,53.00801
European Union (27),,2013,52.35599
European Union (27),,2014,51.875362
European Union (27),,2015,54.703503
Finland,FIN,1960,45.6199
Finland,FIN,1961,45.28047
Finland,FIN,1962,47.59164
Finland,FIN,1963,51.937054
Finland,FIN,1964,55.789417
Finland,FIN,1965,58.693485
Finland,FIN,1966,61.10374
Finland,FIN,1967,62.364895
Finland,FIN,1968,66.36721
Finland,FIN,1969,70.338715
Finland,FIN,1970,71.99353
Finland,FIN,1971,72.57189
Finland,FIN,1972,74.90186
Finland,FIN,1973,76.781006
Finland,FIN,1974,75.75438
Finland,FIN,1975,77.82252
Finland,FIN,1976,80.262596
Finland,FIN,1977,76.37451
Finland,FIN,1978,75.90881
Finland,FIN,1979,72.801
Finland,FIN,1980,71.898926
Finland,FIN,1981,62.15733
Finland,FIN,1982,56.477894
Finland,FIN,1983,56.548977
Finland,FIN,1984,56.076557
Finland,FIN,1985,59.835712
Finland,FIN,1986,58.016
Finland,FIN,1987,63.635834
Finland,FIN,1988,59.468456
Finland,FIN,1989,59.214767
Finland,FIN,1990,57.432774
Finland,FIN,1991,61.206944
Finland,FIN,1992,55.321747
Finland,FIN,1993,58.4955
Finland,FIN,1994,57.22562
Finland,FIN,1995,54.496864
Finland,FIN,1996,56.237
Finland,FIN,1997,53.383312
Finland,FIN,1998,58.277992
Finland,FIN,1999,52.547615
Finland,FIN,2000,53.922886
Finland,FIN,2001,53.78197
Finland,FIN,2002,53.9634
Finland,FIN,2003,56.808487
Finland,FIN,2004,57.41221
Finland,FIN,2005,51.459988
Finland,FIN,2006,51.324112
Finland,FIN,2007,56.16715
Finland,FIN,2008,53.353573
Finland,FIN,2009,50.279076
Finland,FIN,2010,52.235435
Finland,FIN,2011,51.15492
Finland,FIN,2012,49.01078
Finland,FIN,2013,45.305058
Finland,FIN,2014,46.197277
Finland,FIN,2015,45.333786
France,FRA,1960,42.8232
France,FRA,1961,46.520763
France,FRA,1962,49.888092
France,FRA,1963,55.827843
France,FRA,1964,55.3896
France,FRA,1965,56.24365
France,FRA,1966,57.043552
France,FRA,1967,61.145794
France,FRA,1968,65.93057
France,FRA,1969,68.35268
France,FRA,1970,67.33521
France,FRA,1971,69.97682
France,FRA,1972,72.011604
France,FRA,1973,75.47788
France,FRA,1974,75.73489
France,FRA,1975,73.58811
France,FRA,1976,76.65613
France,FRA,1977,74.24802
France,FRA,1978,75.19299
France,FRA,1979,75.078255
France,FRA,1980,72.57127
France,FRA,1981,65.84711
France,FRA,1982,65.22688
France,FRA,1983,61.074997
France,FRA,1984,56.218853
France,FRA,1985,54.215466
France,FRA,1986,51.761776
France,FRA,1987,51.092655
France,FRA,1988,50.54887
France,FRA,1989,50.295223
France,FRA,1990,50.058987
France,FRA,1991,49.949104
France,FRA,1992,48.355335
France,FRA,1993,46.567417
France,FRA,1994,45.614388
France,FRA,1995,46.06459
France,FRA,1996,47.38344
France,FRA,1997,46.98181
France,FRA,1998,49.807766
France,FRA,1999,49.034733
France,FRA,2000,48.13282
France,FRA,2001,49.328587
France,FRA,2002,48.658455
France,FRA,2003,48.94659
France,FRA,2004,49.24383
France,FRA,2005,49.381844
France,FRA,2006,48.898125
France,FRA,2007,49.039074
France,FRA,2008,48.518093
France,FRA,2009,49.24531
France,FRA,2010,48.163467
France,FRA,2011,46.060215
France,FRA,2012,46.799232
France,FRA,2013,46.352875
France,FRA,2014,43.48527
France,FRA,2015,44.110165
Gabon,GAB,1971,-502.85324
Gabon,GAB,1972,-569.3204
Gabon,GAB,1973,-499.09323
Gabon,GAB,1974,-609.5971
Gabon,GAB,1975,-819.78827
Gabon,GAB,1976,-851.7125
Gabon,GAB,1977,-771.6974
Gabon,GAB,1978,-624.337
Gabon,GAB,1979,-699.2241
Gabon,GAB,1980,-587.0535
Gabon,GAB,1981,-441.26917
Gabon,GAB,1982,-441.22647
Gabon,GAB,1983,-427.11102
Gabon,GAB,1984,-471.5918
Gabon,GAB,1985,-593.64154
Gabon,GAB,1986,-569.62756
Gabon,GAB,1987,-566.7217
Gabon,GAB,1988,-542.2287
Gabon,GAB,1989,-778.9562
Gabon,GAB,1990,-1138.3751
Gabon,GAB,1991,-1205.9637
Gabon,GAB,1992,-1116.357
Gabon,GAB,1993,-1119.4939
Gabon,GAB,1994,-1411.4265
Gabon,GAB,1995,-1373.8256
Gabon,GAB,1996,-1325.9768
Gabon,GAB,1997,-1324.8158
Gabon,GAB,1998,-1174.3341
Gabon,GAB,1999,-1077.2975
Gabon,GAB,2000,-929.5684
Gabon,GAB,2001,-813.9141
Gabon,GAB,2002,-657.9006
Gabon,GAB,2003,-603.50964
Gabon,GAB,2004,-518.49976
Gabon,GAB,2005,-440.456
Gabon,GAB,2006,-348.46402
Gabon,GAB,2007,-317.88928
Gabon,GAB,2008,-281.43143
Gabon,GAB,2009,-258.78183
Gabon,GAB,2010,-235.33713
Gabon,GAB,2011,-292.20822
Gabon,GAB,2012,-332.60962
Gabon,GAB,2013,-205.16481
Gabon,GAB,2014,-213.40051
Georgia,GEO,1990,83.76078
Georgia,GEO,1991,84.052086
Georgia,GEO,1992,83.06243
Georgia,GEO,1993,76.848595
Georgia,GEO,1994,78.692116
Georgia,GEO,1995,67.943886
Georgia,GEO,1996,57.02959
Georgia,GEO,1997,56.1918
Georgia,GEO,1998,54.717476
Georgia,GEO,1999,52.34675
Georgia,GEO,2000,53.841324
Georgia,GEO,2001,50.80497
Georgia,GEO,2002,47.80618
Georgia,GEO,2003,49.153065
Georgia,GEO,2004,53.715946
Georgia,GEO,2005,65.5054
Georgia,GEO,2006,69.40494
Georgia,GEO,2007,67.88669
Georgia,GEO,2008,64.16859
Georgia,GEO,2009,61.722946
Georgia,GEO,2010,57.97265
Georgia,GEO,2011,68.43693
Georgia,GEO,2012,70.33715
Georgia,GEO,2013,63.36345
Georgia,GEO,2014,68.75205
Germany,DEU,1960,11.897831
Germany,DEU,1961,13.582348
Germany,DEU,1962,19.126009
Germany,DEU,1963,23.806309
Germany,DEU,1964,25.325523
Germany,DEU,1965,30.206905
Germany,DEU,1966,34.637714
Germany,DEU,1967,40.01019
Germany,DEU,1968,42.76595
Germany,DEU,1969,46.009834
Germany,DEU,1970,42.11674
Germany,DEU,1971,42.56409
Germany,DEU,1972,45.62642
Germany,DEU,1973,48.711536
Germany,DEU,1974,47.271854
Germany,DEU,1975,45.086
Germany,DEU,1976,48.4952
Germany,DEU,1977,48.85996
Germany,DEU,1978,50.0617
Germany,DEU,1979,50.232086
Germany,DEU,1980,48.029804
Germany,DEU,1981,44.249687
Germany,DEU,1982,42.11623
Germany,DEU,1983,43.103596
Germany,DEU,1984,42.899868
Germany,DEU,1985,41.399944
Germany,DEU,1986,43.907635
Germany,DEU,1987,44.473927
Germany,DEU,1988,44.07217
Germany,DEU,1989,43.607117
Germany,DEU,1990,46.993618
Germany,DEU,1991,51.117855
Germany,DEU,1992,51.690834
Germany,DEU,1993,54.572365
Germany,DEU,1994,56.413975
Germany,DEU,1995,56.935097
Germany,DEU,1996,58.85053
Germany,DEU,1997,58.393154
Germany,DEU,1998,60.360844
Germany,DEU,1999,59.08027
Germany,DEU,2000,59.823395
Germany,DEU,2001,61.17646
Germany,DEU,2002,60.340805
Germany,DEU,2003,59.97774
Germany,DEU,2004,59.73851
Germany,DEU,2005,59.466213
Germany,DEU,2006,60.011257
Germany,DEU,2007,58.46423
Germany,DEU,2008,60.003155
Germany,DEU,2009,59.317547
Germany,DEU,2010,60.66441
Germany,DEU,2011,60.56451
Germany,DEU,2012,60.695457
Germany,DEU,2013,62.093784
Germany,DEU,2014,60.87591
Germany,DEU,2015,61.40017
Ghana,GHA,1971,21.997566
Ghana,GHA,1972,21.97584
Ghana,GHA,1973,21.972328
Ghana,GHA,1974,21.794401
Ghana,GHA,1975,22.857368
Ghana,GHA,1976,20.3684
Ghana,GHA,1977,22.506474
Ghana,GHA,1978,21.98448
Ghana,GHA,1979,17.962318
Ghana,GHA,1980,17.855705
Ghana,GHA,1981,19.778173
Ghana,GHA,1982,21.040956
Ghana,GHA,1983,10.378781
Ghana,GHA,1984,15.059643
Ghana,GHA,1985,18.378723
Ghana,GHA,1986,16.184917
Ghana,GHA,1987,19.502045
Ghana,GHA,1988,14.762996
Ghana,GHA,1989,17.567215
Ghana,GHA,1990,16.999006
Ghana,GHA,1991,15.298106
Ghana,GHA,1992,14.734374
Ghana,GHA,1993,16.301498
Ghana,GHA,1994,17.072773
Ghana,GHA,1995,18.83246
Ghana,GHA,1996,19.169195
Ghana,GHA,1997,20.783857
Ghana,GHA,1998,26.797438
Ghana,GHA,1999,26.561077
Ghana,GHA,2000,28.961807
Ghana,GHA,2001,32.35863
Ghana,GHA,2002,36.567657
Ghana,GHA,2003,37.015255
Ghana,GHA,2004,36.772327
Ghana,GHA,2005,37.577137
Ghana,GHA,2006,42.454216
Ghana,GHA,2007,45.531185
Ghana,GHA,2008,42.052944
Ghana,GHA,2009,44.882797
Ghana,GHA,2010,45.907997
Ghana,GHA,2011,5.3068213
Ghana,GHA,2012,2.8754404
Ghana,GHA,2013,-7.49335
Ghana,GHA,2014,-8.192104
Gibraltar,GIB,1971,100
Gibraltar,GIB,1972,100
Gibraltar,GIB,1973,100
Gibraltar,GIB,1974,100
Gibraltar,GIB,1975,100
Gibraltar,GIB,1976,100
Gibraltar,GIB,1977,100
Gibraltar,GIB,1978,100
Gibraltar,GIB,1979,100
Gibraltar,GIB,1980,100
Gibraltar,GIB,1981,100
Gibraltar,GIB,1982,100
Gibraltar,GIB,1983,100
Gibraltar,GIB,1984,100
Gibraltar,GIB,1985,100
Gibraltar,GIB,1986,100
Gibraltar,GIB,1987,100
Gibraltar,GIB,1988,100
Gibraltar,GIB,1989,100
Gibraltar,GIB,1990,100
Gibraltar,GIB,1991,100
Gibraltar,GIB,1992,100
Gibraltar,GIB,1993,100
Gibraltar,GIB,1994,100
Gibraltar,GIB,1995,100
Gibraltar,GIB,1996,100
Gibraltar,GIB,1997,100
Gibraltar,GIB,1998,100
Gibraltar,GIB,1999,100
Gibraltar,GIB,2000,100
Gibraltar,GIB,2001,100
Gibraltar,GIB,2002,100
Gibraltar,GIB,2003,100
Gibraltar,GIB,2004,100
Gibraltar,GIB,2005,100
Gibraltar,GIB,2006,100
Gibraltar,GIB,2007,100
Gibraltar,GIB,2008,100
Gibraltar,GIB,2009,100
Gibraltar,GIB,2010,100
Gibraltar,GIB,2011,100
Gibraltar,GIB,2012,100
Gibraltar,GIB,2013,100
Gibraltar,GIB,2014,100
Greece,GRC,1960,86.615204
Greece,GRC,1961,87.395485
Greece,GRC,1962,86.98258
Greece,GRC,1963,84.12544
Greece,GRC,1964,85.907005
Greece,GRC,1965,84.33816
Greece,GRC,1966,83.78173
Greece,GRC,1967,84.84018
Greece,GRC,1968,84.78481
Greece,GRC,1969,83.674545
Greece,GRC,1970,78.002205
Greece,GRC,1971,76.00786
Greece,GRC,1972,78.51079
Greece,GRC,1973,80.23584
Greece,GRC,1974,78.2728
Greece,GRC,1975,75.07589
Greece,GRC,1976,72.86274
Greece,GRC,1977,73.56569
Greece,GRC,1978,75.779945
Greece,GRC,1979,75.33236
Greece,GRC,1980,75.33132
Greece,GRC,1981,69.842186
Greece,GRC,1982,63.379005
Greece,GRC,1983,62.227127
Greece,GRC,1984,60.721806
Greece,GRC,1985,60.50384
Greece,GRC,1986,56.693497
Greece,GRC,1987,55.073914
Greece,GRC,1988,56.798977
Greece,GRC,1989,58.05634
Greece,GRC,1990,57.098557
Greece,GRC,1991,58.202488
Greece,GRC,1992,59.566174
Greece,GRC,1993,58.950348
Greece,GRC,1994,59.295788
Greece,GRC,1995,58.998978
Greece,GRC,1996,61.031292
Greece,GRC,1997,60.71297
Greece,GRC,1998,61.624973
Greece,GRC,1999,62.93212
Greece,GRC,2000,63.132404
Greece,GRC,2001,64.41669
Greece,GRC,2002,63.88291
Greece,GRC,2003,66.00879
Greece,GRC,2004,65.31408
Greece,GRC,2005,65.89464
Greece,GRC,2006,66.68933
Greece,GRC,2007,66.34262
Greece,GRC,2008,67.5874
Greece,GRC,2009,65.77148
Greece,GRC,2010,65.82323
Greece,GRC,2011,64.02047
Greece,GRC,2012,60.751625
Greece,GRC,2013,60.11987
Greece,GRC,2014,61.97067
Greece,GRC,2015,64.175545
Guatemala,GTM,1971,29.283041
Guatemala,GTM,1972,29.683607
Guatemala,GTM,1973,30.700268
Guatemala,GTM,1974,30.702215
Guatemala,GTM,1975,26.637394
Guatemala,GTM,1976,26.940834
Guatemala,GTM,1977,30.031107
Guatemala,GTM,1978,31.266977
Guatemala,GTM,1979,32.41035
Guatemala,GTM,1980,31.886793
Guatemala,GTM,1981,27.652287
Guatemala,GTM,1982,20.47972
Guatemala,GTM,1983,17.385906
Guatemala,GTM,1984,23.810368
Guatemala,GTM,1985,26.154913
Guatemala,GTM,1986,16.4516
Guatemala,GTM,1987,20.267313
Guatemala,GTM,1988,21.823795
Guatemala,GTM,1989,21.600155
Guatemala,GTM,1990,23.334873
Guatemala,GTM,1991,24.44784
Guatemala,GTM,1992,24.894466
Guatemala,GTM,1993,24.382055
Guatemala,GTM,1994,28.19439
Guatemala,GTM,1995,27.755089
Guatemala,GTM,1996,22.929588
Guatemala,GTM,1997,19.248724
Guatemala,GTM,1998,19.530067
Guatemala,GTM,1999,21.150835
Guatemala,GTM,2000,25.142641
Guatemala,GTM,2001,26.748064
Guatemala,GTM,2002,25.037445
Guatemala,GTM,2003,23.901468
Guatemala,GTM,2004,28.103113
Guatemala,GTM,2005,30.772144
Guatemala,GTM,2006,31.93863
Guatemala,GTM,2007,33.439213
Guatemala,GTM,2008,30.807817
Guatemala,GTM,2009,31.026438
Guatemala,GTM,2010,26.373224
Guatemala,GTM,2011,25.62755
Guatemala,GTM,2012,25.59392
Guatemala,GTM,2013,27.819923
Guatemala,GTM,2014,32.844208
Haiti,HTI,1971,8.400493
Haiti,HTI,1972,7.6837955
Haiti,HTI,1973,7.6918674
Haiti,HTI,1974,8.201054
Haiti,HTI,1975,8.092305
Haiti,HTI,1976,10.685681
Haiti,HTI,1977,10.636794
Haiti,HTI,1978,11.092942
Haiti,HTI,1979,10.896808
Haiti,HTI,1980,9.89635
Haiti,HTI,1981,9.517007
Haiti,HTI,1982,11.652035
Haiti,HTI,1983,12.954622
Haiti,HTI,1984,13.378463
Haiti,HTI,1985,13.256041
Haiti,HTI,1986,16.492506
Haiti,HTI,1987,17.647537
Haiti,HTI,1988,18.532316
Haiti,HTI,1989,19.491306
Haiti,HTI,1990,19.73422
Haiti,HTI,1991,18.641827
Haiti,HTI,1992,16.760315
Haiti,HTI,1993,14.372124
Haiti,HTI,1994,4.3934
Haiti,HTI,1995,17.769392
Haiti,HTI,1996,17.861498
Haiti,HTI,1997,22.452635
Haiti,HTI,1998,20.656778
Haiti,HTI,1999,22.032072
Haiti,HTI,2000,23.307676
Haiti,HTI,2001,24.88891
Haiti,HTI,2002,24.962736
Haiti,HTI,2003,24.554365
Haiti,HTI,2004,27.713821
Haiti,HTI,2005,19.495726
Haiti,HTI,2006,19.380014
Haiti,HTI,2007,20.99534
Haiti,HTI,2008,20.7286
Haiti,HTI,2009,19.29316
Haiti,HTI,2010,17.774609
Haiti,HTI,2011,17.960165
Haiti,HTI,2012,18.049631
Haiti,HTI,2013,18.6978
Haiti,HTI,2014,22.01587
High-income countries,,1960,16.74183
High-income countries,,1961,17.665106
High-income countries,,1962,19.029129
High-income countries,,1963,21.158928
High-income countries,,1964,21.977764
High-income countries,,1965,23.720469
High-income countries,,1966,24.552189
High-income countries,,1967,24.737429
High-income countries,,1968,26.72357
High-income countries,,1969,29.386581
High-income countries,,1970,29.536549
High-income countries,,1971,15.646038
High-income countries,,1972,15.38991
High-income countries,,1973,16.359268
High-income countries,,1974,15.097432
High-income countries,,1975,15.190059
High-income countries,,1976,16.87768
High-income countries,,1977,16.05283
High-income countries,,1978,18.075449
High-income countries,,1979,14.764811
High-income countries,,1980,12.160965
High-income countries,,1981,10.6796875
High-income countries,,1982,13.140147
High-income countries,,1983,15.324389
High-income countries,,1984,14.314678
High-income countries,,1985,15.811769
High-income countries,,1986,13.85166
High-income countries,,1987,15.513012
High-income countries,,1988,15.928353
High-income countries,,1989,16.575228
High-income countries,,1990,15.218567
High-income countries,,1991,14.125165
High-income countries,,1992,13.034904
High-income countries,,1993,13.732533
High-income countries,,1994,13.069616
High-income countries,,1995,13.310527
High-income countries,,1996,13.985485
High-income countries,,1997,14.048664
High-income countries,,1998,13.943235
High-income countries,,1999,16.516268
High-income countries,,2000,16.351551
High-income countries,,2001,15.849439
High-income countries,,2002,17.692379
High-income countries,,2003,17.41732
High-income countries,,2004,17.538301
High-income countries,,2005,17.23323
High-income countries,,2006,16.911829
High-income countries,,2007,17.74378
High-income countries,,2008,15.561918
High-income countries,,2009,14.535944
High-income countries,,2010,15.102416
High-income countries,,2011,11.821436
High-income countries,,2012,9.797236
High-income countries,,2013,8.134616
High-income countries,,2014,5.0933676
High-income countries,,2015,20.51838
Honduras,HND,1971,27.135494
Honduras,HND,1972,26.877956
Honduras,HND,1973,28.215384
Honduras,HND,1974,27.252583
Honduras,HND,1975,27.783571
Honduras,HND,1976,29.107458
Honduras,HND,1977,30.965208
Honduras,HND,1978,30.38445
Honduras,HND,1979,30.690388
Honduras,HND,1980,29.718119
Honduras,HND,1981,28.309837
Honduras,HND,1982,32.05324
Honduras,HND,1983,29.625227
Honduras,HND,1984,30.415266
Honduras,HND,1985,26.648928
Honduras,HND,1986,28.030912
Honduras,HND,1987,27.877928
Honduras,HND,1988,29.503122
Honduras,HND,1989,30.9409
Honduras,HND,1990,28.80939
Honduras,HND,1991,29.103125
Honduras,HND,1992,32.29645
Honduras,HND,1993,33.39571
Honduras,HND,1994,37.132957
Honduras,HND,1995,41.18169
Honduras,HND,1996,40.12927
Honduras,HND,1997,38.540283
Honduras,HND,1998,42.982574
Honduras,HND,1999,49.486755
Honduras,HND,2000,49.06579
Honduras,HND,2001,53.633755
Honduras,HND,2002,54.61616
Honduras,HND,2003,55.51381
Honduras,HND,2004,57.30567
Honduras,HND,2005,54.976856
Honduras,HND,2006,50.46791
Honduras,HND,2007,54.805767
Honduras,HND,2008,55.324654
Honduras,HND,2009,50.713654
