Entity,Code,Year,Oil consumption - TWh
CIS (EI),,2008,2051.726
CIS (EI),,2009,1945.5682
CIS (EI),,2010,1999.5714
CIS (EI),,2011,2167.3284
CIS (EI),,2012,2289.607
CIS (EI),,2013,2256.679
CIS (EI),,2014,2363.863
CIS (EI),,2015,2257.9954
CIS (EI),,2016,2335.3486
CIS (EI),,2017,2304.8533
CIS (EI),,2018,2374.0469
CIS (EI),,2019,2401.7783
CIS (EI),,2020,2324.8806
CIS (EI),,2021,2458.4905
CIS (EI),,2022,2509.2173
CIS (EI),,2023,2544.6118
Canada,CAN,1965,642.81793
Canada,CAN,1966,677.2622
Canada,CAN,1967,723.1062
Canada,CAN,1968,769.7931
Canada,CAN,1969,801.5453
Canada,CAN,1970,854.80023
Canada,CAN,1971,877.85034
Canada,CAN,1972,924.3328
Canada,CAN,1973,1009.6328
Canada,CAN,1974,1027.002
Canada,CAN,1975,1013.2218
Canada,CAN,1976,1037.8885
Canada,CAN,1977,1046.0139
Canada,CAN,1978,1079.6921
Canada,CAN,1979,1121.5848
Canada,CAN,1980,1101.6031
Canada,CAN,1981,1043.3728
Canada,CAN,1982,947.26935
Canada,CAN,1983,890.6957
Canada,CAN,1984,899.10645
Canada,CAN,1985,903.02344
Canada,CAN,1986,923.06506
Canada,CAN,1987,952.6294
Canada,CAN,1988,1002.7983
Canada,CAN,1989,1041.8708
Canada,CAN,1990,962.80804
Canada,CAN,1991,912.6727
Canada,CAN,1992,936.4967
Canada,CAN,1993,948.57947
Canada,CAN,1994,968.858
Canada,CAN,1995,1016.64703
Canada,CAN,1996,1041.7711
Canada,CAN,1997,1073.6844
Canada,CAN,1998,1094.4218
Canada,CAN,1999,1115.5518
Canada,CAN,2000,1109.1815
Canada,CAN,2001,1140.463
Canada,CAN,2002,1183.052
Canada,CAN,2003,1227.1874
Canada,CAN,2004,1280.9209
Canada,CAN,2005,1245.6702
Canada,CAN,2006,1256.4135
Canada,CAN,2007,1290.1234
Canada,CAN,2008,1245.2123
Canada,CAN,2009,1214.6228
Canada,CAN,2010,1266.4891
Canada,CAN,2011,1268.1564
Canada,CAN,2012,1285.4945
Canada,CAN,2013,1277.7136
Canada,CAN,2014,1274.6562
Canada,CAN,2015,1277.9789
Canada,CAN,2016,1273.5061
Canada,CAN,2017,1260.5651
Canada,CAN,2018,1300.6892
Canada,CAN,2019,1296.5503
Canada,CAN,2020,1101.5979
Canada,CAN,2021,1147.3846
Canada,CAN,2022,1196.2596
Canada,CAN,2023,1208.8325
Central America (EI),,1965,39.865334
Central America (EI),,1966,41.064636
Central America (EI),,1967,42.675953
Central America (EI),,1968,44.01643
Central America (EI),,1969,45.739628
Central America (EI),,1970,47.50745
Central America (EI),,1971,49.296165
Central America (EI),,1972,52.135757
Central America (EI),,1973,57.411846
Central America (EI),,1974,60.821976
Central America (EI),,1975,68.03287
Central America (EI),,1976,71.18626
Central America (EI),,1977,76.00574
Central America (EI),,1978,77.01529
Central America (EI),,1979,77.780716
Central America (EI),,1980,72.57431
Central America (EI),,1981,70.22113
Central America (EI),,1982,70.169014
Central America (EI),,1983,69.11781
Central America (EI),,1984,70.41047
Central America (EI),,1985,71.702484
Central America (EI),,1986,71.42042
Central America (EI),,1987,76.77368
Central America (EI),,1988,74.58537
Central America (EI),,1989,77.88275
Central America (EI),,1990,80.388954
Central America (EI),,1991,87.677605
Central America (EI),,1992,99.70166
Central America (EI),,1993,106.46472
Central America (EI),,1994,116.51128
Central America (EI),,1995,129.07954
Central America (EI),,1996,126.04053
Central America (EI),,1997,136.65079
Central America (EI),,1998,156.64502
Central America (EI),,1999,154.50114
Central America (EI),,2000,157.79146
Central America (EI),,2001,168.97507
Central America (EI),,2002,170.53511
Central America (EI),,2003,177.95317
Central America (EI),,2004,183.11763
Central America (EI),,2005,181.92749
Central America (EI),,2006,192.47893
Central America (EI),,2007,202.092
Central America (EI),,2008,204.34772
Central America (EI),,2009,202.19789
Central America (EI),,2010,204.7022
Central America (EI),,2011,209.94049
Central America (EI),,2012,213.69728
Central America (EI),,2013,215.62624
Central America (EI),,2014,221.90546
Central America (EI),,2015,244.12624
Central America (EI),,2016,253.62859
Central America (EI),,2017,261.20087
Central America (EI),,2018,258.43692
Central America (EI),,2019,280.4037
Central America (EI),,2020,220.44875
Central America (EI),,2021,252.7053
Central America (EI),,2022,266.7774
Central America (EI),,2023,283.545
Chile,CHL,1965,41.014145
Chile,CHL,1966,44.94295
Chile,CHL,1967,46.931915
Chile,CHL,1968,49.473732
Chile,CHL,1969,52.70953
Chile,CHL,1970,55.66466
Chile,CHL,1971,61.719658
Chile,CHL,1972,63.947697
Chile,CHL,1973,61.419964
Chile,CHL,1974,59.826385
Chile,CHL,1975,52.450928
Chile,CHL,1976,54.49116
Chile,CHL,1977,56.657036
Chile,CHL,1978,60.19117
Chile,CHL,1979,62.90213
Chile,CHL,1980,63.652122
Chile,CHL,1981,63.548195
Chile,CHL,1982,58.228638
Chile,CHL,1983,57.603676
Chile,CHL,1984,56.838863
Chile,CHL,1985,54.99356
Chile,CHL,1986,58.100857
Chile,CHL,1987,60.680458
Chile,CHL,1988,67.06808
Chile,CHL,1989,75.09224
Chile,CHL,1990,79.35556
Chile,CHL,1991,88.48297
Chile,CHL,1992,95.84964
Chile,CHL,1993,104.486534
Chile,CHL,1994,112.2142
Chile,CHL,1995,123.35619
Chile,CHL,1996,130.9829
Chile,CHL,1997,140.88297
Chile,CHL,1998,144.0185
Chile,CHL,1999,145.66054
Chile,CHL,2000,139.07541
Chile,CHL,2001,135.44452
Chile,CHL,2002,137.69225
Chile,CHL,2003,136.51785
Chile,CHL,2004,150.5013
Chile,CHL,2005,155.2119
Chile,CHL,2006,160.48915
Chile,CHL,2007,200.30362
Chile,CHL,2008,211.0859
Chile,CHL,2009,198.59944
Chile,CHL,2010,182.12952
Chile,CHL,2011,189.07631
Chile,CHL,2012,196.13606
Chile,CHL,2013,195.0727
Chile,CHL,2014,193.4745
Chile,CHL,2015,190.19441
Chile,CHL,2016,200.9175
Chile,CHL,2017,204.00137
Chile,CHL,2018,211.3997
Chile,CHL,2019,210.55196
Chile,CHL,2020,192.55574
Chile,CHL,2021,211.37491
Chile,CHL,2022,228.23827
Chile,CHL,2023,231.23878
China,CHN,1965,129.06253
China,CHN,1966,165.7999
China,CHN,1967,163.69284
China,CHN,1968,179.03456
China,CHN,1969,240.04433
China,CHN,1970,332.04553
China,CHN,1971,451.57767
China,CHN,1972,519.6965
China,CHN,1973,633.9831
China,CHN,1974,729.073
China,CHN,1975,804.07825
China,CHN,1976,919.1864
China,CHN,1977,971.0417
China,CHN,1978,1076.6368
China,CHN,1979,1079.2994
China,CHN,1980,972.5329
China,CHN,1981,921.53076
China,CHN,1982,911.7529
China,CHN,1983,930.09924
China,CHN,1984,964.89026
China,CHN,1985,1010.60034
China,CHN,1986,1074.4205
China,CHN,1987,1142.2338
China,CHN,1988,1229.358
China,CHN,1989,1287.7268
China,CHN,1990,1274.5724
China,CHN,1991,1379.1438
China,CHN,1992,1495.9119
China,CHN,1993,1663.7761
China,CHN,1994,1690.6384
China,CHN,1995,1825.6307
China,CHN,1996,2023.0286
China,CHN,1997,2221.5454
China,CHN,1998,2287.5908
China,CHN,1999,2437.2446
China,CHN,2000,2626.8958
China,CHN,2001,2683.249
China,CHN,2002,2895.598
China,CHN,2003,3234.7622
China,CHN,2004,3777.772
China,CHN,2005,3838.487
China,CHN,2006,4116.769
China,CHN,2007,4313.5674
China,CHN,2008,4408.092
China,CHN,2009,4580.2983
China,CHN,2010,5214.49
China,CHN,2011,5390.7334
China,CHN,2012,5654.2993
China,CHN,2013,5907.4697
China,CHN,2014,6142.5166
China,CHN,2015,6609.8955
China,CHN,2016,6823.578
China,CHN,2017,7183.172
China,CHN,2018,7528.7407
China,CHN,2019,7891.5103
China,CHN,2020,7959.6665
China,CHN,2021,8174.094
China,CHN,2022,8198.392
China,CHN,2023,9090.51
Colombia,COL,1965,54.81988
Colombia,COL,1966,65.52585
Colombia,COL,1967,65.62976
Colombia,COL,1968,70.640076
Colombia,COL,1969,67.855446
Colombia,COL,1970,76.955696
Colombia,COL,1971,79.72807
Colombia,COL,1972,94.19158
Colombia,COL,1973,86.37415
Colombia,COL,1974,95.57915
Colombia,COL,1975,83.72641
Colombia,COL,1976,88.36318
Colombia,COL,1977,90.42546
Colombia,COL,1978,89.24454
Colombia,COL,1979,90.73787
Colombia,COL,1980,90.631485
Colombia,COL,1981,91.13236
Colombia,COL,1982,90.20119
Colombia,COL,1983,93.80195
Colombia,COL,1984,90.14155
Colombia,COL,1985,92.12477
Colombia,COL,1986,93.89373
Colombia,COL,1987,99.94208
Colombia,COL,1988,104.76108
Colombia,COL,1989,107.60375
Colombia,COL,1990,114.30004
Colombia,COL,1991,114.3731
Colombia,COL,1992,124.484375
Colombia,COL,1993,128.17462
Colombia,COL,1994,134.27097
Colombia,COL,1995,144.16035
Colombia,COL,1996,153.02666
Colombia,COL,1997,152.27386
Colombia,COL,1998,151.26253
Colombia,COL,1999,135.5822
Colombia,COL,2000,132.67795
Colombia,COL,2001,131.99512
Colombia,COL,2002,130.75986
Colombia,COL,2003,130.62411
Colombia,COL,2004,141.36633
Colombia,COL,2005,140.03333
Colombia,COL,2006,149.5254
Colombia,COL,2007,153.0895
Colombia,COL,2008,150.89616
Colombia,COL,2009,151.37347
Colombia,COL,2010,159.77957
Colombia,COL,2011,168.5069
Colombia,COL,2012,180.10788
Colombia,COL,2013,188.60779
Colombia,COL,2014,199.76581
Colombia,COL,2015,179.1918
Colombia,COL,2016,220.7487
Colombia,COL,2017,216.45381
Colombia,COL,2018,219.65404
Colombia,COL,2019,219.41248
Colombia,COL,2020,185.17624
Colombia,COL,2021,238.92026
Colombia,COL,2022,267.20297
Colombia,COL,2023,271.42648
Croatia,HRV,1990,54.275616
Croatia,HRV,1991,38.496254
Croatia,HRV,1992,38.496254
Croatia,HRV,1993,40.6735
Croatia,HRV,1994,41.96201
Croatia,HRV,1995,46.489468
Croatia,HRV,1996,44.09095
Croatia,HRV,1997,47.08819
Croatia,HRV,1998,53.07453
Croatia,HRV,1999,52.552788
Croatia,HRV,2000,46.74931
Croatia,HRV,2001,47.907486
Croatia,HRV,2002,50.18211
Croatia,HRV,2003,55.533672
Croatia,HRV,2004,52.103424
Croatia,HRV,2005,53.632507
Croatia,HRV,2006,54.472054
Croatia,HRV,2007,55.770203
Croatia,HRV,2008,52.884552
Croatia,HRV,2009,51.64974
Croatia,HRV,2010,43.887875
Croatia,HRV,2011,41.734562
Croatia,HRV,2012,37.400105
Croatia,HRV,2013,35.97752
Croatia,HRV,2014,37.66257
Croatia,HRV,2015,39.127132
Croatia,HRV,2016,39.293175
Croatia,HRV,2017,42.00155
Croatia,HRV,2018,40.695423
Croatia,HRV,2019,39.723515
Croatia,HRV,2020,34.046947
Croatia,HRV,2021,35.994972
Croatia,HRV,2022,39.398846
Croatia,HRV,2023,40.320713
Cyprus,CYP,1965,4.68025
Cyprus,CYP,1966,5.338632
Cyprus,CYP,1967,5.7872543
Cyprus,CYP,1968,6.4272513
Cyprus,CYP,1969,7.5897937
Cyprus,CYP,1970,8.004829
Cyprus,CYP,1971,9.548513
Cyprus,CYP,1972,10.737023
Cyprus,CYP,1973,11.51917
Cyprus,CYP,1974,10.213084
Cyprus,CYP,1975,8.53023
Cyprus,CYP,1976,8.673059
Cyprus,CYP,1977,9.796984
Cyprus,CYP,1978,10.044485
Cyprus,CYP,1979,10.192833
Cyprus,CYP,1980,10.278665
Cyprus,CYP,1981,9.856194
Cyprus,CYP,1982,11.813791
Cyprus,CYP,1983,12.430679
Cyprus,CYP,1984,12.612489
Cyprus,CYP,1985,12.483789
Cyprus,CYP,1986,13.480528
Cyprus,CYP,1987,15.873595
Cyprus,CYP,1988,16.996016
Cyprus,CYP,1989,17.556082
Cyprus,CYP,1990,18.565105
Cyprus,CYP,1991,18.988806
Cyprus,CYP,1992,21.831388
Cyprus,CYP,1993,22.876078
Cyprus,CYP,1994,22.61588
Cyprus,CYP,1995,23.986261
Cyprus,CYP,1996,24.441818
Cyprus,CYP,1997,24.967741
Cyprus,CYP,1998,27.283785
Cyprus,CYP,1999,28.601559
Cyprus,CYP,2000,29.842424
Cyprus,CYP,2001,29.993261
Cyprus,CYP,2002,29.674215
Cyprus,CYP,2003,31.57658
Cyprus,CYP,2004,30.714468
Cyprus,CYP,2005,34.478428
Cyprus,CYP,2006,34.056618
Cyprus,CYP,2007,34.647247
Cyprus,CYP,2008,35.382412
Cyprus,CYP,2009,34.5923
Cyprus,CYP,2010,33.503963
Cyprus,CYP,2011,32.946396
Cyprus,CYP,2012,30.689983
Cyprus,CYP,2013,27.186855
Cyprus,CYP,2014,27.26966
Cyprus,CYP,2015,27.930634
Cyprus,CYP,2016,30.465368
Cyprus,CYP,2017,31.275581
Cyprus,CYP,2018,30.944674
Cyprus,CYP,2019,30.785168
Cyprus,CYP,2020,26.229921
Cyprus,CYP,2021,27.052002
Cyprus,CYP,2022,28.741009
Cyprus,CYP,2023,28.683737
Czechia,CZE,1965,47.046886
Czechia,CZE,1966,51.94198
Czechia,CZE,1967,57.79913
Czechia,CZE,1968,63.84015
Czechia,CZE,1969,68.492935
Czechia,CZE,1970,82.32865
Czechia,CZE,1971,90.6397
Czechia,CZE,1972,99.17102
Czechia,CZE,1973,111.4943
Czechia,CZE,1974,114.3211
Czechia,CZE,1975,126.14466
Czechia,CZE,1976,133.33147
Czechia,CZE,1977,139.49129
Czechia,CZE,1978,144.35347
Czechia,CZE,1979,146.70984
Czechia,CZE,1980,136.44553
Czechia,CZE,1981,134.55255
Czechia,CZE,1982,123.24367
Czechia,CZE,1983,120.67317
Czechia,CZE,1984,128.27827
Czechia,CZE,1985,125.86781
Czechia,CZE,1986,120.88828
Czechia,CZE,1987,121.37409
Czechia,CZE,1988,116.66191
Czechia,CZE,1989,111.416664
Czechia,CZE,1990,100.62564
Czechia,CZE,1991,84.19088
Czechia,CZE,1992,80.68122
Czechia,CZE,1993,81.68363
Czechia,CZE,1994,84.47287
Czechia,CZE,1995,95.19518
Czechia,CZE,1996,99.64469
Czechia,CZE,1997,95.0233
Czechia,CZE,1998,98.08545
Czechia,CZE,1999,97.63967
Czechia,CZE,2000,94.429085
Czechia,CZE,2001,99.91982
Czechia,CZE,2002,96.75073
Czechia,CZE,2003,103.53131
Czechia,CZE,2004,114.08501
Czechia,CZE,2005,119.157104
Czechia,CZE,2006,117.510414
Czechia,CZE,2007,116.69226
Czechia,CZE,2008,117.231865
Czechia,CZE,2009,113.17898
Czechia,CZE,2010,106.87343
Czechia,CZE,2011,108.28204
Czechia,CZE,2012,106.93589
Czechia,CZE,2013,102.03872
Czechia,CZE,2014,107.97657
Czechia,CZE,2015,104.87653
Czechia,CZE,2016,98.47254
Czechia,CZE,2017,115.29597
Czechia,CZE,2018,116.113846
Czechia,CZE,2019,117.60352
Czechia,CZE,2020,102.48443
Czechia,CZE,2021,112.96381
Czechia,CZE,2022,115.55648
Czechia,CZE,2023,116.00688
Denmark,DNK,1965,123.12544
Denmark,DNK,1966,140.2377
Denmark,DNK,1967,148.31645
Denmark,DNK,1968,161.21199
Denmark,DNK,1969,193.82655
Denmark,DNK,1970,215.59958
Denmark,DNK,1971,212.84607
Denmark,DNK,1972,225.19148
Denmark,DNK,1973,208.22063
Denmark,DNK,1974,188.51405
Denmark,DNK,1975,186.3196
Denmark,DNK,1976,198.24033
Denmark,DNK,1977,197.98227
Denmark,DNK,1978,197.52115
Denmark,DNK,1979,188.93774
Denmark,DNK,1980,161.33125
Denmark,DNK,1981,151.96733
Denmark,DNK,1982,130.9179
Denmark,DNK,1983,123.85265
Denmark,DNK,1984,122.43611
Denmark,DNK,1985,126.17741
Denmark,DNK,1986,124.51119
Denmark,DNK,1987,114.68499
Denmark,DNK,1988,113.99847
Denmark,DNK,1989,109.76311
Denmark,DNK,1990,107.52145
Denmark,DNK,1991,109.08682
Denmark,DNK,1992,108.11384
Denmark,DNK,1993,113.18888
Denmark,DNK,1994,120.41808
Denmark,DNK,1995,125.37967
Denmark,DNK,1996,136.06866
Denmark,DNK,1997,131.27933
Denmark,DNK,1998,126.99976
Denmark,DNK,1999,126.042534
Denmark,DNK,2000,122.534676
Denmark,DNK,2001,117.52588
Denmark,DNK,2002,113.733505
Denmark,DNK,2003,109.988304
Denmark,DNK,2004,108.04399
Denmark,DNK,2005,109.41705
Denmark,DNK,2006,110.4659
Denmark,DNK,2007,111.33213
Denmark,DNK,2008,109.8537
Denmark,DNK,2009,98.63713
Denmark,DNK,2010,101.92829
Denmark,DNK,2011,97.14898
Denmark,DNK,2012,89.821655
Denmark,DNK,2013,87.70778
Denmark,DNK,2014,87.40029
Denmark,DNK,2015,88.9282
Denmark,DNK,2016,89.05559
Denmark,DNK,2017,88.50658
Denmark,DNK,2018,89.40099
Denmark,DNK,2019,89.638176
Denmark,DNK,2020,76.05843
Denmark,DNK,2021,77.00926
Denmark,DNK,2022,86.79705
Denmark,DNK,2023,87.572845
Eastern Africa (EI),,1965,70.22648
Eastern Africa (EI),,1966,73.55622
Eastern Africa (EI),,1967,78.33671
Eastern Africa (EI),,1968,80.84091
Eastern Africa (EI),,1969,89.04959
Eastern Africa (EI),,1970,92.7437
Eastern Africa (EI),,1971,100.00312
Eastern Africa (EI),,1972,101.559296
Eastern Africa (EI),,1973,107.13933
Eastern Africa (EI),,1974,107.91935
Eastern Africa (EI),,1975,104.42008
Eastern Africa (EI),,1976,105.905106
Eastern Africa (EI),,1977,107.34151
Eastern Africa (EI),,1978,105.90353
Eastern Africa (EI),,1979,107.10665
Eastern Africa (EI),,1980,110.47335
Eastern Africa (EI),,1981,107.148285
Eastern Africa (EI),,1982,102.13359
Eastern Africa (EI),,1983,106.307335
Eastern Africa (EI),,1984,105.32352
Eastern Africa (EI),,1985,110.937485
Eastern Africa (EI),,1986,110.99896
Eastern Africa (EI),,1987,112.0945
Eastern Africa (EI),,1988,122.69562
Eastern Africa (EI),,1989,124.12233
Eastern Africa (EI),,1990,125.600784
Eastern Africa (EI),,1991,123.820526
Eastern Africa (EI),,1992,125.2789
Eastern Africa (EI),,1993,131.3453
Eastern Africa (EI),,1994,136.03395
Eastern Africa (EI),,1995,139.12355
Eastern Africa (EI),,1996,140.32976
Eastern Africa (EI),,1997,147.65591
Eastern Africa (EI),,1998,149.09763
Eastern Africa (EI),,1999,158.16537
Eastern Africa (EI),,2000,152.83246
Eastern Africa (EI),,2001,164.16254
Eastern Africa (EI),,2002,162.25298
Eastern Africa (EI),,2003,169.4927
Eastern Africa (EI),,2004,180.51224
Eastern Africa (EI),,2005,193.07649
Eastern Africa (EI),,2006,205.42665
Eastern Africa (EI),,2007,213.51753
Eastern Africa (EI),,2008,219.25215
Eastern Africa (EI),,2009,232.55937
Eastern Africa (EI),,2010,241.63504
Eastern Africa (EI),,2011,251.4566
Eastern Africa (EI),,2012,268.8779
Eastern Africa (EI),,2013,284.63028
Eastern Africa (EI),,2014,297.05212
Eastern Africa (EI),,2015,323.0416
Eastern Africa (EI),,2016,332.41364
Eastern Africa (EI),,2017,355.18958
Eastern Africa (EI),,2018,372.33713
Eastern Africa (EI),,2019,371.5996
Eastern Africa (EI),,2020,342.56952
Eastern Africa (EI),,2021,366.6033
Eastern Africa (EI),,2022,339.82275
Eastern Africa (EI),,2023,339.9423
Ecuador,ECU,1965,7.9206376
Ecuador,ECU,1966,8.26975
Ecuador,ECU,1967,8.931146
Ecuador,ECU,1968,10.672142
Ecuador,ECU,1969,11.293051
Ecuador,ECU,1970,12.877645
Ecuador,ECU,1971,14.232479
Ecuador,ECU,1972,14.631551
Ecuador,ECU,1973,16.284168
Ecuador,ECU,1974,18.546286
Ecuador,ECU,1975,18.147562
Ecuador,ECU,1976,20.50994
Ecuador,ECU,1977,25.594435
Ecuador,ECU,1978,26.172731
Ecuador,ECU,1979,27.873514
Ecuador,ECU,1980,35.75117
Ecuador,ECU,1981,39.96072
Ecuador,ECU,1982,43.64244
Ecuador,ECU,1983,39.982136
Ecuador,ECU,1984,40.184883
Ecuador,ECU,1985,49.411514
Ecuador,ECU,1986,50.193222
Ecuador,ECU,1987,50.630726
Ecuador,ECU,1988,59.788826
Ecuador,ECU,1989,62.205303
Ecuador,ECU,1990,63.61657
Ecuador,ECU,1991,71.21293
Ecuador,ECU,1992,71.04642
Ecuador,ECU,1993,71.340126
Ecuador,ECU,1994,77.55587
Ecuador,ECU,1995,76.32141
Ecuador,ECU,1996,85.72029
Ecuador,ECU,1997,97.765
Ecuador,ECU,1998,98.40975
Ecuador,ECU,1999,85.996635
Ecuador,ECU,2000,78.33835
Ecuador,ECU,2001,81.36386
Ecuador,ECU,2002,80.800606
Ecuador,ECU,2003,82.590965
Ecuador,ECU,2004,87.28777
Ecuador,ECU,2005,95.14137
Ecuador,ECU,2006,100.837296
Ecuador,ECU,2007,102.50297
Ecuador,ECU,2008,105.60009
Ecuador,ECU,2009,107.393166
Ecuador,ECU,2010,124.126724
Ecuador,ECU,2011,127.295494
Ecuador,ECU,2012,131.77362
Ecuador,ECU,2013,139.62585
Ecuador,ECU,2014,147.06836
Ecuador,ECU,2015,142.66006
Ecuador,ECU,2016,134.04097
Ecuador,ECU,2017,130.87363
Ecuador,ECU,2018,141.70032
Ecuador,ECU,2019,137.31258
Ecuador,ECU,2020,110.8317
Ecuador,ECU,2021,137.08408
Ecuador,ECU,2022,150.59082
Ecuador,ECU,2023,160.78226
Egypt,EGY,1965,81.39379
Egypt,EGY,1966,87.33999
Egypt,EGY,1967,71.32263
Egypt,EGY,1968,74.599754
Egypt,EGY,1969,55.378662
Egypt,EGY,1970,71.66592
Egypt,EGY,1971,74.0778
Egypt,EGY,1972,84.65238
Egypt,EGY,1973,79.572014
Egypt,EGY,1974,87.76041
Egypt,EGY,1975,97.01281
Egypt,EGY,1976,114.73853
Egypt,EGY,1977,122.636055
Egypt,EGY,1978,126.698044
Egypt,EGY,1979,138.93947
Egypt,EGY,1980,155.29254
Egypt,EGY,1981,179.1586
Egypt,EGY,1982,203.74937
Egypt,EGY,1983,223.57405
Egypt,EGY,1984,241.74294
Egypt,EGY,1985,245.688
Egypt,EGY,1986,246.40952
Egypt,EGY,1987,260.4517
Egypt,EGY,1988,259.0959
Egypt,EGY,1989,268.61252
Egypt,EGY,1990,275.39038
Egypt,EGY,1991,270.62952
Egypt,EGY,1992,259.8219
Egypt,EGY,1993,243.19084
Egypt,EGY,1994,253.93777
Egypt,EGY,1995,275.37674
Egypt,EGY,1996,291.0964
Egypt,EGY,1997,307.32626
Egypt,EGY,1998,323.41177
Egypt,EGY,1999,330.8606
Egypt,EGY,2000,323.75937
Egypt,EGY,2001,305.73434
Egypt,EGY,2002,304.1684
Egypt,EGY,2003,311.87805
Egypt,EGY,2004,328.39752
Egypt,EGY,2005,347.70404
Egypt,EGY,2006,337.3307
Egypt,EGY,2007,364.28705
Egypt,EGY,2008,385.61722
Egypt,EGY,2009,403.6607
Egypt,EGY,2010,415.5942
Egypt,EGY,2011,418.22156
Egypt,EGY,2012,428.2248
Egypt,EGY,2013,433.32666
Egypt,EGY,2014,455.2881
Egypt,EGY,2015,464.53683
Egypt,EGY,2016,480.17804
Egypt,EGY,2017,456.2155
Egypt,EGY,2018,406.44485
Egypt,EGY,2019,383.61386
Egypt,EGY,2020,332.68008
Egypt,EGY,2021,359.5667
Egypt,EGY,2022,425.2288
Egypt,EGY,2023,414.95883
Estonia,EST,1985,40.446075
Estonia,EST,1986,40.01098
Estonia,EST,1987,40.409798
Estonia,EST,1988,40.7583
Estonia,EST,1989,42.034187
Estonia,EST,1990,41.343212
Estonia,EST,1991,36.420708
Estonia,EST,1992,19.574043
Estonia,EST,1993,20.748428
Estonia,EST,1994,18.914959
Estonia,EST,1995,14.864138
Estonia,EST,1996,16.087318
Estonia,EST,1997,15.79654
Estonia,EST,1998,15.860497
Estonia,EST,1999,14.814796
Estonia,EST,2000,13.329059
Estonia,EST,2001,15.416941
Estonia,EST,2002,17.262798
Estonia,EST,2003,16.203379
Estonia,EST,2004,16.443972
Estonia,EST,2005,16.752337
Estonia,EST,2006,17.505255
Estonia,EST,2007,18.683674
Estonia,EST,2008,17.789972
Estonia,EST,2009,15.987167
Estonia,EST,2010,16.479925
Estonia,EST,2011,16.066843
Estonia,EST,2012,19.049244
Estonia,EST,2013,18.806301
Estonia,EST,2014,17.413538
Estonia,EST,2015,17.381447
Estonia,EST,2016,16.95469
Estonia,EST,2017,17.695034
Estonia,EST,2018,17.47478
Estonia,EST,2019,15.5887375
Estonia,EST,2020,16.05446
Estonia,EST,2021,15.78839
Estonia,EST,2022,16.369028
Estonia,EST,2023,15.673048
Europe,,1965,6933.232
Europe,,1966,7552.965
Europe,,1967,8203.042
Europe,,1968,8936.249
Europe,,1969,9826.869
Europe,,1970,10877.038
Europe,,1971,11434.073
Europe,,1972,12275.2705
Europe,,1973,13148.835
Europe,,1974,12937.709
Europe,,1975,12798.23
Europe,,1976,13493.773
Europe,,1977,13559.638
Europe,,1978,14288.755
Europe,,1979,14616.532
Europe,,1980,14167.721
Europe,,1981,13576.338
Europe,,1982,13103.428
Europe,,1983,12790.341
Europe,,1984,12839.5
Europe,,1985,12087.632
Europe,,1986,12438.036
Europe,,1987,12472.559
Europe,,1988,12468.502
Europe,,1989,12485.897
Europe,,1990,12545.626
Europe,,1991,12440.047
Europe,,1992,11981.586
Europe,,1993,11216.305
Europe,,1994,10897.791
Europe,,1995,10769.107
Europe,,1996,10614.048
Europe,,1997,10639.905
Europe,,1998,10734.902
Europe,,1999,10637.537
Europe,,2000,10489.71
Europe,,2001,10654.891
Europe,,2002,10557.872
Europe,,2003,10644.244
Europe,,2004,10707.095
Europe,,2005,10771.452
Europe,,2006,10844.466
Europe,,2007,10649.453
Europe,,2008,10587.894
Europe,,2009,10048.622
Europe,,2010,10055.944
Europe,,2011,9940.693
Europe,,2012,9720.43
Europe,,2013,9531.72
Europe,,2014,9471.982
Europe,,2015,9531.291
Europe,,2016,9689.947
Europe,,2017,9858.75
Europe,,2018,9833.19
Europe,,2019,9836.58
Europe,,2020,8688.6045
Europe,,2021,9127.463
Europe,,2022,9403.708
Europe,,2023,9318.859
Europe (EI),,1965,4980.371
Europe (EI),,1966,5466.834
Europe (EI),,1967,5934.346
Europe (EI),,1968,6525.836
Europe (EI),,1969,7267.149
Europe (EI),,1970,8055.9346
Europe (EI),,1971,8453.693
Europe (EI),,1972,9047.596
Europe (EI),,1973,9694.992
Europe (EI),,1974,9126.41
Europe (EI),,1975,8810.394
Europe (EI),,1976,9410.929
Europe (EI),,1977,9328.601
Europe (EI),,1978,9801.227
Europe (EI),,1979,10024.282
Europe (EI),,1980,9348.721
Europe (EI),,1981,8711.057
Europe (EI),,1982,8287.627
Europe (EI),,1983,8057.64
Europe (EI),,1984,8105.108
Europe (EI),,1985,9066.216
Europe (EI),,1986,9345.303
Europe (EI),,1987,9388.736
Europe (EI),,1988,9435.364
Europe (EI),,1989,9402.842
Europe (EI),,1990,9522.929
Europe (EI),,1991,9492.417
Europe (EI),,1992,9259.788
Europe (EI),,1993,9049.155
Europe (EI),,1994,9018.385
Europe (EI),,1995,9206.02
Europe (EI),,1996,9314.367
Europe (EI),,1997,9362.556
Europe (EI),,1998,9526.826
Europe (EI),,1999,9403.839
Europe (EI),,2000,9303.191
Europe (EI),,2001,9401.863
Europe (EI),,2002,9378.014
Europe (EI),,2003,9404.481
Europe (EI),,2004,9498.085
Europe (EI),,2005,9559.021
Europe (EI),,2006,9555.79
Europe (EI),,2007,9384.901
Europe (EI),,2008,9267.436
Europe (EI),,2009,8786.368
Europe (EI),,2010,8734.954
Europe (EI),,2011,8484.4
