Entity,Code,Year,Wind (% equivalent primary energy)
Asia Pacific (EI),,1981,0
Asia Pacific (EI),,1982,0
Asia Pacific (EI),,1983,0
Asia Pacific (EI),,1984,0
Asia Pacific (EI),,1985,0
Asia Pacific (EI),,1986,0
Asia Pacific (EI),,1987,0
Asia Pacific (EI),,1988,0
Asia Pacific (EI),,1989,0
Asia Pacific (EI),,1990,0.0004520095
Asia Pacific (EI),,1991,0.0016268165
Asia Pacific (EI),,1992,0.0028111178
Asia Pacific (EI),,1993,0.0037734928
Asia Pacific (EI),,1994,0.0067015323
Asia Pacific (EI),,1995,0.012295116
Asia Pacific (EI),,1996,0.010373916
Asia Pacific (EI),,1997,0.012323581
Asia Pacific (EI),,1998,0.015139494
Asia Pacific (EI),,1999,0.020128284
Asia Pacific (EI),,2000,0.024163261
Asia Pacific (EI),,2001,0.031889834
Asia Pacific (EI),,2002,0.03496831
Asia Pacific (EI),,2003,0.0421152
Asia Pacific (EI),,2004,0.065503776
Asia Pacific (EI),,2005,0.07886648
Asia Pacific (EI),,2006,0.11440983
Asia Pacific (EI),,2007,0.141851
Asia Pacific (EI),,2008,0.20104738
Asia Pacific (EI),,2009,0.29700434
Asia Pacific (EI),,2010,0.4123769
Asia Pacific (EI),,2011,0.5438097
Asia Pacific (EI),,2012,0.6813115
Asia Pacific (EI),,2013,0.84129393
Asia Pacific (EI),,2014,0.92706615
Asia Pacific (EI),,2015,1.027155
Asia Pacific (EI),,2016,1.2954192
Asia Pacific (EI),,2017,1.5399917
Asia Pacific (EI),,2018,1.7558502
Asia Pacific (EI),,2019,1.8743902
Asia Pacific (EI),,2020,2.104363
Asia Pacific (EI),,2021,2.7053685
Asia Pacific (EI),,2022,3.0344634
Asia Pacific (EI),,2023,3.3498378
Australia,AUS,1990,0
Australia,AUS,1991,0
Australia,AUS,1992,0
Australia,AUS,1993,0.00054534664
Australia,AUS,1994,0.0014449313
Australia,AUS,1995,0.0017932024
Australia,AUS,1996,0.0017421324
Australia,AUS,1997,0.0018218709
Australia,AUS,1998,0.0042706034
Australia,AUS,1999,0.00980081
Australia,AUS,2000,0.030356925
Australia,AUS,2001,0.06409874
Australia,AUS,2002,0.11606854
Australia,AUS,2003,0.15003961
Australia,AUS,2004,0.16311887
Australia,AUS,2005,0.26374424
Australia,AUS,2006,0.41826832
Australia,AUS,2007,0.5354425
Australia,AUS,2008,0.6344686
Australia,AUS,2009,0.8209998
Australia,AUS,2010,0.917014
Australia,AUS,2011,1.1384345
Australia,AUS,2012,1.3788992
Australia,AUS,2013,1.6221951
Australia,AUS,2014,1.6908752
Australia,AUS,2015,1.9900414
Australia,AUS,2016,2.1729054
Australia,AUS,2017,2.1951015
Australia,AUS,2018,2.647694
Australia,AUS,2019,3.0554523
Australia,AUS,2020,3.7455838
Australia,AUS,2021,4.4123874
Australia,AUS,2022,4.716702
Australia,AUS,2023,4.949731
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0
Austria,AUT,1994,0
Austria,AUT,1995,0.0008042724
Austria,AUT,1996,0.003935342
Austria,AUT,1997,0.015539834
Austria,AUT,1998,0.034185067
Austria,AUT,1999,0.0383923
Austria,AUT,2000,0.05013487
Austria,AUT,2001,0.124276325
Austria,AUT,2002,0.14564463
Austria,AUT,2003,0.26034728
Austria,AUT,2004,0.6302756
Austria,AUT,2005,0.88373584
Austria,AUT,2006,1.1711243
Austria,AUT,2007,1.3713065
Austria,AUT,2008,1.3312011
Austria,AUT,2009,1.3317324
Austria,AUT,2010,1.3588998
Austria,AUT,2011,1.349287
Austria,AUT,2012,1.629027
Austria,AUT,2013,2.0917182
Austria,AUT,2014,2.6383507
Austria,AUT,2015,3.2884612
Austria,AUT,2016,3.4209251
Austria,AUT,2017,4.1882205
Austria,AUT,2018,3.9066572
Austria,AUT,2019,4.5887885
Austria,AUT,2020,4.4575253
Austria,AUT,2021,4.3436136
Austria,AUT,2022,4.9738226
Austria,AUT,2023,5.4257474
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0.0045054713
Azerbaijan,AZE,2010,0.0010805011
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0014138569
Azerbaijan,AZE,2014,0.003962647
Azerbaijan,AZE,2015,0.007209419
Azerbaijan,AZE,2016,0.035863183
Azerbaijan,AZE,2017,0.03522794
Azerbaijan,AZE,2018,0.12420149
Azerbaijan,AZE,2019,0.14945963
Azerbaijan,AZE,2020,0.13647783
Azerbaijan,AZE,2021,0.12106546
Azerbaijan,AZE,2022,0.10327562
Azerbaijan,AZE,2023,0.064528696
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0.0022128061
Bangladesh,BGD,2007,0.0021383276
Bangladesh,BGD,2008,0.0036580344
Bangladesh,BGD,2009,0.0058072875
Bangladesh,BGD,2010,0.0056394264
Bangladesh,BGD,2011,0.005181616
Bangladesh,BGD,2012,0.004741053
Bangladesh,BGD,2013,0.0045186374
Bangladesh,BGD,2014,0.0043228846
Bangladesh,BGD,2015,0.0035538604
Bangladesh,BGD,2016,0.0035180245
Bangladesh,BGD,2017,0.0033566866
Bangladesh,BGD,2018,0.0031248045
Bangladesh,BGD,2019,0.0027760488
Bangladesh,BGD,2020,0.0029260807
Bangladesh,BGD,2021,0.002700215
Bangladesh,BGD,2022,0.0025574337
Bangladesh,BGD,2023,0.008471335
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0.0010211958
Belarus,BLR,2005,0.0010078691
Belarus,BLR,2006,0.00094184186
Belarus,BLR,2007,0.000959401
Belarus,BLR,2008,0.00094103225
Belarus,BLR,2009,0.0009885203
Belarus,BLR,2010,0.00090645556
Belarus,BLR,2011,0.0036698328
Belarus,BLR,2012,0.0050583566
Belarus,BLR,2013,0.0074109216
Belarus,BLR,2014,0.008268895
Belarus,BLR,2015,0.039341174
Belarus,BLR,2016,0.071636856
Belarus,BLR,2017,0.09291152
Belarus,BLR,2018,0.08525844
Belarus,BLR,2019,0.14170499
Belarus,BLR,2020,0.16955961
Belarus,BLR,2021,0.14363465
Belarus,BLR,2022,0.1547554
Belarus,BLR,2023,0.15068398
Belgium,BEL,1986,0
Belgium,BEL,1987,0.0030659353
Belgium,BEL,1988,0.0040080915
Belgium,BEL,1989,0.0034813227
Belgium,BEL,1990,0.0033312673
Belgium,BEL,1991,0.0036796795
Belgium,BEL,1992,0.00414848
Belgium,BEL,1993,0.0037478704
Belgium,BEL,1994,0.00400852
Belgium,BEL,1995,0.0039595454
Belgium,BEL,1996,0.0033137035
Belgium,BEL,1997,0.0032797959
Belgium,BEL,1998,0.004423109
Belgium,BEL,1999,0.0052648503
Belgium,BEL,2000,0.006364706
Belgium,BEL,2001,0.014751546
Belgium,BEL,2002,0.022682946
Belgium,BEL,2003,0.03350582
Belgium,BEL,2004,0.053516094
Belgium,BEL,2005,0.08596478
Belgium,BEL,2006,0.13734655
Belgium,BEL,2007,0.18184914
Belgium,BEL,2008,0.2307501
Belgium,BEL,2009,0.3885653
Belgium,BEL,2010,0.46893525
Belgium,BEL,2011,0.8937892
Belgium,BEL,2012,1.1046228
Belgium,BEL,2013,1.4230272
Belgium,BEL,2014,1.921008
Belgium,BEL,2015,2.2831624
Belgium,BEL,2016,2.0448356
Belgium,BEL,2017,2.4234731
Belgium,BEL,2018,2.8056974
Belgium,BEL,2019,3.4823642
Belgium,BEL,2020,5.0699925
Belgium,BEL,2021,4.251919
Belgium,BEL,2022,4.6372247
Belgium,BEL,2023,6.3423805
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0.00029199774
Brazil,BRA,1997,0.0005493058
Brazil,BRA,1998,0.00066325814
Brazil,BRA,1999,0.00026230488
Brazil,BRA,2000,0.00012546864
Brazil,BRA,2001,0.0044619804
Brazil,BRA,2002,0.0075761303
Brazil,BRA,2003,0.0073877033
Brazil,BRA,2004,0.0070002754
Brazil,BRA,2005,0.010324933
Brazil,BRA,2006,0.025472619
Brazil,BRA,2007,0.06650731
Brazil,BRA,2008,0.113100894
Brazil,BRA,2009,0.118460596
Brazil,BRA,2010,0.18967468
Brazil,BRA,2011,0.22639562
Brazil,BRA,2012,0.40817997
Brazil,BRA,2013,0.5158977
Brazil,BRA,2014,0.928027
Brazil,BRA,2015,1.6559035
Brazil,BRA,2016,2.6120818
Brazil,BRA,2017,3.2563605
Brazil,BRA,2018,3.689677
Brazil,BRA,2019,4.177147
Brazil,BRA,2020,4.414125
Brazil,BRA,2021,5.2972994
Brazil,BRA,2022,5.702386
Brazil,BRA,2023,6.4379425
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0.0013223682
Bulgaria,BGR,2005,0.005563437
Bulgaria,BGR,2006,0.023698261
Bulgaria,BGR,2007,0.056885537
Bulgaria,BGR,2008,0.148615
Bulgaria,BGR,2009,0.32749948
Bulgaria,BGR,2010,0.89430344
Bulgaria,BGR,2011,1.0576105
Bulgaria,BGR,2012,1.5685011
Bulgaria,BGR,2013,1.8895699
Bulgaria,BGR,2014,1.7039269
Bulgaria,BGR,2015,1.7397506
Bulgaria,BGR,2016,1.7899517
Bulgaria,BGR,2017,1.8346558
Bulgaria,BGR,2018,1.5937696
Bulgaria,BGR,2019,1.6409931
Bulgaria,BGR,2020,1.9856148
Bulgaria,BGR,2021,1.6905096
Bulgaria,BGR,2022,1.7031984
Bulgaria,BGR,2023,2.064845
CIS (EI),,1965,0
CIS (EI),,1990,0
CIS (EI),,1991,0
CIS (EI),,1992,0
CIS (EI),,1993,0
CIS (EI),,1994,0
CIS (EI),,1995,0
CIS (EI),,1996,0
CIS (EI),,1997,0
CIS (EI),,1998,0
CIS (EI),,1999,0
CIS (EI),,2000,0.000063428284
CIS (EI),,2001,0.00010089408
CIS (EI),,2002,0.0002009838
CIS (EI),,2003,0.00027134194
CIS (EI),,2004,0.00024645208
CIS (EI),,2005,0.0002380229
CIS (EI),,2006,0.00025709905
CIS (EI),,2007,0.0003013653
CIS (EI),,2008,0.00023058876
CIS (EI),,2009,0.0003312576
CIS (EI),,2010,0.00027650135
CIS (EI),,2011,0.0003377653
CIS (EI),,2012,0.00047755011
CIS (EI),,2013,0.00056296366
CIS (EI),,2014,0.0032934458
CIS (EI),,2015,0.008796602
CIS (EI),,2016,0.01358998
CIS (EI),,2017,0.0154982
CIS (EI),,2018,0.020220473
CIS (EI),,2019,0.033125155
CIS (EI),,2020,0.062584214
CIS (EI),,2021,0.11209613
CIS (EI),,2022,0.16046521
CIS (EI),,2023,0.20212308
Canada,CAN,1985,0.00010349022
Canada,CAN,1986,0.00010249836
Canada,CAN,1987,0.00009930773
Canada,CAN,1988,0.000095484254
Canada,CAN,1989,0.00009455162
Canada,CAN,1990,0.00018862798
Canada,CAN,1991,0.00018786333
Canada,CAN,1992,0.0056246924
Canada,CAN,1993,0.005486231
Canada,CAN,1994,0.005284892
Canada,CAN,1995,0.005158733
Canada,CAN,1996,0.0052772434
Canada,CAN,1997,0.0052512307
Canada,CAN,1998,0.0053276466
Canada,CAN,1999,0.013490411
Canada,CAN,2000,0.021402262
Canada,CAN,2001,0.02705783
Canada,CAN,2002,0.03200656
Canada,CAN,2003,0.053922772
Canada,CAN,2004,0.07226943
Canada,CAN,2005,0.118322365
Canada,CAN,2006,0.18655795
Canada,CAN,2007,0.2171548
Canada,CAN,2008,0.27514106
Canada,CAN,2009,0.49891672
Canada,CAN,2010,0.6452982
Canada,CAN,2011,0.72179985
Canada,CAN,2012,0.79407597
Canada,CAN,2013,0.7595796
Canada,CAN,2014,0.86638963
Canada,CAN,2015,1.8067698
Canada,CAN,2016,2.078545
Canada,CAN,2017,2.0768495
Canada,CAN,2018,2.1650965
Canada,CAN,2019,2.1303415
Canada,CAN,2020,2.457762
Canada,CAN,2021,2.52377
Canada,CAN,2022,2.51896
Canada,CAN,2023,2.6102266
Central America (EI),,1971,0
Central America (EI),,1972,0
Central America (EI),,1973,0
Central America (EI),,1974,0
Central America (EI),,1975,0
Central America (EI),,1976,0
Central America (EI),,1977,0
Central America (EI),,1978,0
Central America (EI),,1979,0
Central America (EI),,1980,0
Central America (EI),,1981,0
Central America (EI),,1982,0
Central America (EI),,1983,0
Central America (EI),,1984,0
Central America (EI),,1985,0
Central America (EI),,1986,0
Central America (EI),,1987,0
Central America (EI),,1988,0
Central America (EI),,1989,0
Central America (EI),,1990,0
Central America (EI),,1991,0
Central America (EI),,1992,0
Central America (EI),,1993,0
Central America (EI),,1994,0
Central America (EI),,1995,0
Central America (EI),,1996,0.039004177
Central America (EI),,1997,0.12397331
Central America (EI),,1998,0.094771296
Central America (EI),,1999,0.14217989
Central America (EI),,2000,0.24066912
Central America (EI),,2001,0.23758036
Central America (EI),,2002,0.32659546
Central America (EI),,2003,0.28191862
Central America (EI),,2004,0.30025524
Central America (EI),,2005,0.23463047
Central America (EI),,2006,0.2969817
Central America (EI),,2007,0.25042695
Central America (EI),,2008,0.19862643
Central America (EI),,2009,0.42834803
Central America (EI),,2010,0.50540686
Central America (EI),,2011,0.69624245
Central America (EI),,2012,1.0120242
Central America (EI),,2013,1.1890857
Central America (EI),,2014,1.7701436
Central America (EI),,2015,2.3897753
Central America (EI),,2016,2.3963277
Central America (EI),,2017,2.2325652
Central America (EI),,2018,3.008981
Central America (EI),,2019,2.8278105
Central America (EI),,2020,2.6706367
Central America (EI),,2021,2.604109
Central America (EI),,2022,2.2943282
Central America (EI),,2023,2.6340997
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0.006562905
Chile,CHL,2002,0.006368997
Chile,CHL,2003,0.0062950407
Chile,CHL,2004,0.0041848077
Chile,CHL,2005,0.0056093982
Chile,CHL,2006,0.005387824
Chile,CHL,2007,0.008575567
Chile,CHL,2008,0.029008038
Chile,CHL,2009,0.062268928
Chile,CHL,2010,0.24810383
Chile,CHL,2011,0.24145222
Chile,CHL,2012,0.2780339
Chile,CHL,2013,0.35903928
Chile,CHL,2014,0.9546349
Chile,CHL,2015,1.3747656
Chile,CHL,2016,1.5127023
Chile,CHL,2017,2.1424966
Chile,CHL,2018,2.027129
Chile,CHL,2019,2.7224152
Chile,CHL,2020,3.3252006
Chile,CHL,2021,4.185797
Chile,CHL,2022,4.6049275
Chile,CHL,2023,5.024936
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.00007525239
China,CHN,1991,0.0003224152
China,CHN,1992,0.004425625
China,CHN,1993,0.006632103
China,CHN,1994,0.011294924
China,CHN,1995,0.017599184
China,CHN,1996,0.0025466797
China,CHN,1997,0.0053311824
China,CHN,1998,0.009557452
China,CHN,1999,0.012303074
China,CHN,2000,0.01478206
China,CHN,2001,0.016943244
China,CHN,2002,0.01799755
China,CHN,2003,0.018277893
China,CHN,2004,0.019893477
China,CHN,2005,0.026500847
China,CHN,2006,0.04582382
China,CHN,2007,0.0618508
China,CHN,2008,0.14147234
China,CHN,2009,0.2839612
China,CHN,2010,0.47189695
China,CHN,2011,0.65232575
China,CHN,2012,0.8660944
China,CHN,2013,1.1131431
China,CHN,2014,1.2462554
China,CHN,2015,1.4224523
China,CHN,2016,1.8277619
China,CHN,2017,2.211849
China,CHN,2018,2.5196981
China,CHN,2019,2.6583683
China,CHN,2020,2.9526496
China,CHN,2021,3.913647
China,CHN,2022,4.4666395
China,CHN,2023,4.8520107
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0.044124726
Colombia,COL,2005,0.0423814
Colombia,COL,2006,0.046428405
Colombia,COL,2007,0.035963077
Colombia,COL,2008,0.03709192
Colombia,COL,2009,0.03991295
Colombia,COL,2010,0.02521282
Colombia,COL,2011,0.02565477
Colombia,COL,2012,0.03187063
Colombia,COL,2013,0.032379143
Colombia,COL,2014,0.037263237
Colombia,COL,2015,0.03809214
Colombia,COL,2016,0.025013383
Colombia,COL,2017,0.001486977
Colombia,COL,2018,0.02058138
Colombia,COL,2019,0.02963636
Colombia,COL,2020,0.005185093
Colombia,COL,2021,0.027530553
Colombia,COL,2022,0.032000106
Colombia,COL,2023,0.084420785
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0.0052137235
Croatia,HRV,2005,0.02620139
Croatia,HRV,2006,0.050081406
Croatia,HRV,2007,0.09099076
Croatia,HRV,2008,0.10394653
Croatia,HRV,2009,0.14214173
Croatia,HRV,2010,0.35661185
